Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,0.4323,0.8249,0.9944,0.8981,0.1109
LSTM,Joint,2,0.0747,0.9257,0.983,0.9527,0.0831
LSTM,Joint,3,0.0855,0.8465,0.9304,0.8816,0.1705
LSTM,Joint,4,0.106,0.9062,0.9904,0.9443,0.0793
LSTM,Joint,5,0.0751,0.8866,0.994,0.934,0.0866
LSTM,Joint,6,0.0613,0.9176,0.9962,0.9528,0.0616
LSTM,Joint,7,0.0546,0.8856,0.9975,0.9355,0.0687
LSTM,Joint,8,0.0525,0.917,0.9966,0.9532,0.0501
LSTM,Joint,9,0.0524,0.9127,0.9608,0.9358,0.0989
LSTM,Joint,10,0.0736,0.9157,0.9956,0.9508,0.0587
LSTM,Joint,11,0.0477,0.9169,0.9975,0.9531,0.0519
LSTM,Joint,12,0.0459,0.9182,0.9932,0.9521,0.0611
LSTM,Joint,13,0.0416,0.9446,0.993,0.9673,0.0426
LSTM,Joint,14,0.0389,0.9216,0.9928,0.953,0.0804
LSTM,Joint,15,0.0471,0.955,0.982,0.9679,0.06
LSTM,Joint,16,0.0398,0.9497,0.9912,0.9693,0.0451
LSTM,Joint,17,0.0579,0.9372,0.9837,0.9589,0.0707
LSTM,Joint,18,0.0449,0.9439,0.9963,0.968,0.037
LSTM,Joint,19,0.0463,0.9538,0.992,0.9718,0.0431
LSTM,Joint,20,0.0341,0.9611,0.9913,0.9755,0.0352
LSTM,Joint,21,0.0334,0.9573,0.9884,0.9722,0.0511
LSTM,Joint,22,0.0377,0.9453,0.9941,0.9682,0.0374
LSTM,Joint,23,0.0292,0.9607,0.992,0.9756,0.0338
LSTM,Joint,24,0.0275,0.9552,0.994,0.9735,0.0325
LSTM,Joint,25,0.0282,0.9569,0.9896,0.9726,0.0398
LSTM,Joint,26,0.0267,0.9572,0.9941,0.9746,0.0313
LSTM,Joint,27,0.0272,0.9624,0.9904,0.9759,0.0398
LSTM,Joint,28,0.0282,0.9639,0.9917,0.9773,0.031
LSTM,Joint,29,0.0314,0.9582,0.9916,0.9742,0.0362
LSTM,Joint,30,0.0284,0.9623,0.9932,0.9771,0.0307
LSTM,Joint,31,0.0249,0.9587,0.9935,0.9754,0.0306
LSTM,Joint,32,0.0229,0.9664,0.9888,0.9773,0.0371
LSTM,Joint,33,0.0242,0.961,0.9933,0.9764,0.0343
LSTM,Joint,34,0.0286,0.9569,0.9964,0.9755,0.0289
LSTM,Joint,35,0.0265,0.9598,0.9899,0.9742,0.0396
LSTM,Joint,36,0.0239,0.9641,0.9917,0.9774,0.0331
LSTM,Joint,37,0.0242,0.9567,0.9872,0.9715,0.042
LSTM,Joint,38,0.0239,0.9593,0.9938,0.9757,0.0327
LSTM,Joint,39,0.0221,0.9601,0.9943,0.9764,0.0308
LSTM,Joint,40,0.0205,0.9677,0.988,0.9776,0.0373
LSTM,Joint,41,0.0187,0.9668,0.9901,0.9781,0.0377
LSTM,Joint,42,0.0184,0.9642,0.9922,0.9777,0.0315
LSTM,Joint,43,0.0177,0.9695,0.9893,0.9791,0.0372
LSTM,Joint,44,0.0172,0.9654,0.9887,0.9766,0.0392
LSTM,Stage1,1,0.3618,0.7887,0.8863,0.8346,0.2046
LSTM,Stage1,2,0.2524,0.7283,0.8835,0.7984,0.213
LSTM,Stage1,3,0.1909,0.8061,0.98,0.8846,0.1052
LSTM,Stage1,4,0.2318,0.6935,0.8828,0.7768,0.2923
LSTM,Stage1,5,0.232,0.8146,0.9427,0.874,0.1507
LSTM,Stage1,6,0.1257,0.8398,0.9822,0.9054,0.0768
LSTM,Stage1,7,0.0968,0.8436,0.9877,0.91,0.0694
LSTM,Stage1,8,0.0952,0.8671,0.9791,0.9197,0.0662
LSTM,Stage1,9,0.0884,0.8452,0.9776,0.9066,0.0811
LSTM,Stage1,10,0.082,0.8566,0.983,0.9155,0.0592
LSTM,Stage1,11,0.1005,0.9078,0.887,0.8973,0.1374
LSTM,Stage1,12,0.0844,0.8872,0.9712,0.9273,0.0624
LSTM,Stage1,13,0.0799,0.8725,0.9867,0.9261,0.0532
LSTM,Stage1,14,0.0721,0.8827,0.9797,0.9287,0.0536
