Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.5286,0.6978,0.6015,225
Decision Trees (LightGBM),chemical,0.9863,0.96,0.973,225
Decision Trees (LightGBM),electric,0.4112,0.3911,0.4009,225
Decision Trees (LightGBM),impulsive,0.7353,0.5556,0.6329,225
Decision Trees (LightGBM),macro_avg,0.6654,0.6511,0.6521,900
Decision Trees (LightGBM),weighted_avg,0.6654,0.6511,0.6521,900
Decision Trees (LightGBM),t_no_thrust,157.0,0.0,52.0,16
Decision Trees (LightGBM),t_chemical,1.0,216.0,1.0,7
Decision Trees (LightGBM),t_electric,115.0,0.0,88.0,22
Decision Trees (LightGBM),t_impulsive,24.0,3.0,73.0,125
MiniRocket,no_thrust,0.834,0.9378,0.8828,225
MiniRocket,chemical,1.0,0.9911,0.9955,225
MiniRocket,electric,0.9212,0.8311,0.8738,225
MiniRocket,impulsive,0.991,0.9733,0.9821,225
MiniRocket,macro_avg,0.9365,0.9333,0.9336,900
MiniRocket,weighted_avg,0.9365,0.9333,0.9336,900
MiniRocket,t_no_thrust,211.0,0.0,14.0,0
MiniRocket,t_chemical,0.0,223.0,0.0,2
MiniRocket,t_electric,38.0,0.0,187.0,0
MiniRocket,t_impulsive,4.0,0.0,2.0,219
LSTM,no_thrust,0.8119,0.7289,0.7681,225
LSTM,chemical,0.9912,0.9956,0.9933,225
LSTM,electric,0.7404,0.7733,0.7565,225
LSTM,impulsive,0.9283,0.9778,0.9524,225
LSTM,macro_avg,0.8679,0.8689,0.8676,900
LSTM,weighted_avg,0.8679,0.8689,0.8676,900
LSTM,t_no_thrust,164.0,0.0,58.0,3
LSTM,t_chemical,0.0,224.0,0.0,1
LSTM,t_electric,38.0,0.0,174.0,13
LSTM,t_impulsive,0.0,2.0,3.0,220
Mamba,no_thrust,0.4876,0.6133,0.5433,225
Mamba,chemical,0.9048,0.9289,0.9167,225
Mamba,electric,0.4412,0.2,0.2752,225
Mamba,impulsive,0.5387,0.68,0.6012,225
Mamba,macro_avg,0.5931,0.6056,0.5841,900
Mamba,weighted_avg,0.5931,0.6056,0.5841,900
Mamba,t_no_thrust,138.0,1.0,34.0,52
Mamba,t_chemical,1.0,209.0,1.0,14
Mamba,t_electric,111.0,4.0,45.0,65
Mamba,t_impulsive,33.0,17.0,22.0,153
Transformer,no_thrust,0.8653,0.9422,0.9021,225
Transformer,chemical,1.0,1.0,1.0,225
Transformer,electric,0.9366,0.8533,0.893,225
Transformer,impulsive,1.0,1.0,1.0,225
Transformer,macro_avg,0.9505,0.9489,0.9488,900
Transformer,weighted_avg,0.9505,0.9489,0.9488,900
Transformer,t_no_thrust,212.0,0.0,13.0,0
Transformer,t_chemical,0.0,225.0,0.0,0
Transformer,t_electric,33.0,0.0,192.0,0
Transformer,t_impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),no_thrust,0.8819,0.9289,0.9048,225
1D-CNN (InceptionTime),chemical,0.9956,1.0,0.9978,225
1D-CNN (InceptionTime),electric,0.9249,0.8756,0.8995,225
1D-CNN (InceptionTime),impulsive,1.0,0.9956,0.9978,225
1D-CNN (InceptionTime),macro_avg,0.9506,0.95,0.95,900
1D-CNN (InceptionTime),weighted_avg,0.9506,0.95,0.95,900
1D-CNN (InceptionTime),t_no_thrust,209.0,0.0,16.0,0
1D-CNN (InceptionTime),t_chemical,0.0,225.0,0.0,0
1D-CNN (InceptionTime),t_electric,28.0,0.0,197.0,0
1D-CNN (InceptionTime),t_impulsive,0.0,1.0,0.0,224
