Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.8549,0.9689,0.9083,225
Decision Trees (LightGBM),chemical,0.9955,0.9822,0.9888,225
Decision Trees (LightGBM),electric,0.9154,0.8178,0.8638,225
Decision Trees (LightGBM),impulsive,0.982,0.9689,0.9754,225
Decision Trees (LightGBM),macro_avg,0.937,0.9344,0.9341,900
Decision Trees (LightGBM),weighted_avg,0.937,0.9344,0.9341,900
Decision Trees (LightGBM),t_no_thrust,218.0,0.0,7.0,0
Decision Trees (LightGBM),t_chemical,0.0,221.0,3.0,1
Decision Trees (LightGBM),t_electric,37.0,1.0,184.0,3
Decision Trees (LightGBM),t_impulsive,0.0,0.0,7.0,218
MiniRocket,no_thrust,0.8044,0.9689,0.879,225
MiniRocket,chemical,1.0,1.0,1.0,225
MiniRocket,electric,0.9609,0.7644,0.8515,225
MiniRocket,impulsive,1.0,1.0,1.0,225
MiniRocket,macro_avg,0.9413,0.9333,0.9326,900
MiniRocket,weighted_avg,0.9413,0.9333,0.9326,900
MiniRocket,t_no_thrust,218.0,0.0,7.0,0
MiniRocket,t_chemical,0.0,225.0,0.0,0
MiniRocket,t_electric,53.0,0.0,172.0,0
MiniRocket,t_impulsive,0.0,0.0,0.0,225
LSTM,no_thrust,0.8838,0.9467,0.9142,225
LSTM,chemical,1.0,1.0,1.0,225
LSTM,electric,0.9426,0.8756,0.9078,225
LSTM,impulsive,1.0,1.0,1.0,225
LSTM,macro_avg,0.9566,0.9556,0.9555,900
LSTM,weighted_avg,0.9566,0.9556,0.9555,900
LSTM,t_no_thrust,213.0,0.0,12.0,0
LSTM,t_chemical,0.0,225.0,0.0,0
LSTM,t_electric,28.0,0.0,197.0,0
LSTM,t_impulsive,0.0,0.0,0.0,225
Mamba,no_thrust,0.8485,0.8711,0.8596,225
Mamba,chemical,0.9824,0.9911,0.9867,225
Mamba,electric,0.875,0.84,0.8571,225
Mamba,impulsive,0.9912,0.9956,0.9933,225
Mamba,macro_avg,0.9243,0.9244,0.9242,900
Mamba,weighted_avg,0.9243,0.9244,0.9242,900
Mamba,t_no_thrust,196.0,2.0,27.0,0
Mamba,t_chemical,1.0,223.0,0.0,1
Mamba,t_electric,34.0,1.0,189.0,1
Mamba,t_impulsive,0.0,1.0,0.0,224
Transformer,no_thrust,0.8543,0.9644,0.9061,225
Transformer,chemical,1.0,1.0,1.0,225
Transformer,electric,0.9592,0.8356,0.8931,225
Transformer,impulsive,1.0,1.0,1.0,225
Transformer,macro_avg,0.9534,0.95,0.9498,900
Transformer,weighted_avg,0.9534,0.95,0.9498,900
Transformer,t_no_thrust,217.0,0.0,8.0,0
Transformer,t_chemical,0.0,225.0,0.0,0
Transformer,t_electric,37.0,0.0,188.0,0
Transformer,t_impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),no_thrust,0.9038,0.96,0.931,225
1D-CNN (InceptionTime),chemical,1.0,1.0,1.0,225
1D-CNN (InceptionTime),electric,0.9573,0.8978,0.9266,225
1D-CNN (InceptionTime),impulsive,1.0,1.0,1.0,225
1D-CNN (InceptionTime),macro_avg,0.9653,0.9644,0.9644,900
1D-CNN (InceptionTime),weighted_avg,0.9653,0.9644,0.9644,900
1D-CNN (InceptionTime),t_no_thrust,216.0,0.0,9.0,0
1D-CNN (InceptionTime),t_chemical,0.0,225.0,0.0,0
1D-CNN (InceptionTime),t_electric,23.0,0.0,202.0,0
1D-CNN (InceptionTime),t_impulsive,0.0,0.0,0.0,225
