Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.8452,0.9467,0.8931,225
Decision Trees (LightGBM),chemical,1.0,1.0,1.0,225
Decision Trees (LightGBM),electric,0.8857,0.8267,0.8552,225
Decision Trees (LightGBM),impulsive,0.9953,0.9422,0.968,225
Decision Trees (LightGBM),macro_avg,0.9316,0.9289,0.9291,900
Decision Trees (LightGBM),weighted_avg,0.9316,0.9289,0.9291,900
Decision Trees (LightGBM),t_no_thrust,213.0,0.0,12.0,0
Decision Trees (LightGBM),t_chemical,0.0,225.0,0.0,0
Decision Trees (LightGBM),t_electric,38.0,0.0,186.0,1
Decision Trees (LightGBM),t_impulsive,1.0,0.0,12.0,212
MiniRocket,no_thrust,0.8704,0.9556,0.911,225
MiniRocket,chemical,1.0,1.0,1.0,225
MiniRocket,electric,0.9463,0.8622,0.9023,225
MiniRocket,impulsive,1.0,0.9911,0.9955,225
MiniRocket,macro_avg,0.9542,0.9522,0.9522,900
MiniRocket,weighted_avg,0.9542,0.9522,0.9522,900
MiniRocket,t_no_thrust,215.0,0.0,10.0,0
MiniRocket,t_chemical,0.0,225.0,0.0,0
MiniRocket,t_electric,31.0,0.0,194.0,0
MiniRocket,t_impulsive,1.0,0.0,1.0,223
LSTM,no_thrust,0.9013,0.9333,0.917,225
LSTM,chemical,1.0,1.0,1.0,225
LSTM,electric,0.9309,0.8978,0.914,225
LSTM,impulsive,1.0,1.0,1.0,225
LSTM,macro_avg,0.958,0.9578,0.9578,900
LSTM,weighted_avg,0.958,0.9578,0.9578,900
LSTM,t_no_thrust,210.0,0.0,15.0,0
LSTM,t_chemical,0.0,225.0,0.0,0
LSTM,t_electric,23.0,0.0,202.0,0
LSTM,t_impulsive,0.0,0.0,0.0,225
Mamba,no_thrust,0.8613,0.9111,0.8855,225
Mamba,chemical,0.9956,0.9956,0.9956,225
Mamba,electric,0.892,0.8444,0.8676,225
Mamba,impulsive,0.9955,0.9911,0.9933,225
Mamba,macro_avg,0.9361,0.9356,0.9355,900
Mamba,weighted_avg,0.9361,0.9356,0.9355,900
Mamba,t_no_thrust,205.0,0.0,20.0,0
Mamba,t_chemical,0.0,224.0,1.0,0
Mamba,t_electric,33.0,1.0,190.0,1
Mamba,t_impulsive,0.0,0.0,2.0,223
Transformer,no_thrust,0.8617,0.9689,0.9121,225
Transformer,chemical,1.0,1.0,1.0,225
Transformer,electric,0.9645,0.8444,0.9005,225
Transformer,impulsive,1.0,1.0,1.0,225
Transformer,macro_avg,0.9565,0.9533,0.9532,900
Transformer,weighted_avg,0.9565,0.9533,0.9532,900
Transformer,t_no_thrust,218.0,0.0,7.0,0
Transformer,t_chemical,0.0,225.0,0.0,0
Transformer,t_electric,35.0,0.0,190.0,0
Transformer,t_impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),no_thrust,0.9072,0.9556,0.9307,225
1D-CNN (InceptionTime),chemical,1.0,1.0,1.0,225
1D-CNN (InceptionTime),electric,0.9531,0.9022,0.9269,225
1D-CNN (InceptionTime),impulsive,1.0,1.0,1.0,225
1D-CNN (InceptionTime),macro_avg,0.9651,0.9644,0.9644,900
1D-CNN (InceptionTime),weighted_avg,0.9651,0.9644,0.9644,900
1D-CNN (InceptionTime),t_no_thrust,215.0,0.0,10.0,0
1D-CNN (InceptionTime),t_chemical,0.0,225.0,0.0,0
1D-CNN (InceptionTime),t_electric,22.0,0.0,203.0,0
1D-CNN (InceptionTime),t_impulsive,0.0,0.0,0.0,225
