Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.2538,0.2978,0.274,225
Decision Trees (LightGBM),chemical,0.261,0.3156,0.2857,225
Decision Trees (LightGBM),electric,0.2523,0.2489,0.2506,225
Decision Trees (LightGBM),impulsive,0.2606,0.1644,0.2016,225
Decision Trees (LightGBM),macro_avg,0.2569,0.2567,0.253,900
Decision Trees (LightGBM),weighted_avg,0.2569,0.2567,0.253,900
Decision Trees (LightGBM),t_no_thrust,67.0,67.0,56.0,35
Decision Trees (LightGBM),t_chemical,65.0,71.0,53.0,36
Decision Trees (LightGBM),t_electric,68.0,67.0,56.0,34
Decision Trees (LightGBM),t_impulsive,64.0,67.0,57.0,37
MiniRocket,no_thrust,0.259,0.1911,0.2199,225
MiniRocket,chemical,0.2519,0.4533,0.3238,225
MiniRocket,electric,0.2267,0.1511,0.1813,225
MiniRocket,impulsive,0.2346,0.1867,0.2079,225
MiniRocket,macro_avg,0.243,0.2456,0.2333,900
MiniRocket,weighted_avg,0.243,0.2456,0.2333,900
MiniRocket,t_no_thrust,43.0,101.0,35.0,46
MiniRocket,t_chemical,37.0,102.0,43.0,43
MiniRocket,t_electric,42.0,101.0,34.0,48
MiniRocket,t_impulsive,44.0,101.0,38.0,42
LSTM,no_thrust,0.0,0.0,0.0,225
LSTM,chemical,0.0,0.0,0.0,225
LSTM,electric,0.0,0.0,0.0,225
LSTM,impulsive,0.25,1.0,0.4,225
LSTM,macro_avg,0.0625,0.25,0.1,900
LSTM,weighted_avg,0.0625,0.25,0.1,900
LSTM,t_no_thrust,0.0,0.0,0.0,225
LSTM,t_chemical,0.0,0.0,0.0,225
LSTM,t_electric,0.0,0.0,0.0,225
LSTM,t_impulsive,0.0,0.0,0.0,225
Mamba,no_thrust,0.25,0.0356,0.0623,225
Mamba,chemical,0.25,0.5422,0.3422,225
Mamba,electric,0.25,0.2,0.2222,225
Mamba,impulsive,0.25,0.2222,0.2353,225
Mamba,macro_avg,0.25,0.25,0.2155,900
Mamba,weighted_avg,0.25,0.25,0.2155,900
Mamba,t_no_thrust,8.0,122.0,45.0,50
Mamba,t_chemical,8.0,122.0,45.0,50
Mamba,t_electric,8.0,122.0,45.0,50
Mamba,t_impulsive,8.0,122.0,45.0,50
Transformer,no_thrust,0.0,0.0,0.0,225
Transformer,chemical,0.0,0.0,0.0,225
Transformer,electric,0.25,1.0,0.4,225
Transformer,impulsive,0.0,0.0,0.0,225
Transformer,macro_avg,0.0625,0.25,0.1,900
Transformer,weighted_avg,0.0625,0.25,0.1,900
Transformer,t_no_thrust,0.0,0.0,225.0,0
Transformer,t_chemical,0.0,0.0,225.0,0
Transformer,t_electric,0.0,0.0,225.0,0
Transformer,t_impulsive,0.0,0.0,225.0,0
1D-CNN (InceptionTime),no_thrust,0.0,0.0,0.0,225
1D-CNN (InceptionTime),chemical,0.0,0.0,0.0,225
1D-CNN (InceptionTime),electric,0.25,0.1289,0.1701,225
1D-CNN (InceptionTime),impulsive,0.25,0.8711,0.3885,225
1D-CNN (InceptionTime),macro_avg,0.125,0.25,0.1396,900
1D-CNN (InceptionTime),weighted_avg,0.125,0.25,0.1396,900
1D-CNN (InceptionTime),t_no_thrust,0.0,0.0,29.0,196
1D-CNN (InceptionTime),t_chemical,0.0,0.0,29.0,196
1D-CNN (InceptionTime),t_electric,0.0,0.0,29.0,196
1D-CNN (InceptionTime),t_impulsive,0.0,0.0,29.0,196
