Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.2516,0.3467,0.2916,225
Decision Trees (LightGBM),chemical,0.2598,0.2356,0.2471,225
Decision Trees (LightGBM),electric,0.2487,0.2178,0.2322,225
Decision Trees (LightGBM),impulsive,0.2487,0.2089,0.2271,225
Decision Trees (LightGBM),macro_avg,0.2522,0.2522,0.2495,900
Decision Trees (LightGBM),weighted_avg,0.2522,0.2522,0.2495,900
Decision Trees (LightGBM),t_no_thrust,78.0,51.0,49.0,47
Decision Trees (LightGBM),t_chemical,76.0,53.0,48.0,48
Decision Trees (LightGBM),t_electric,78.0,51.0,49.0,47
Decision Trees (LightGBM),t_impulsive,78.0,49.0,51.0,47
MiniRocket,no_thrust,0.2664,0.2711,0.2687,225
MiniRocket,chemical,0.2632,0.4667,0.3365,225
MiniRocket,electric,0.2443,0.1422,0.1798,225
MiniRocket,impulsive,0.2624,0.1644,0.2022,225
MiniRocket,macro_avg,0.2591,0.2611,0.2468,900
MiniRocket,weighted_avg,0.2591,0.2611,0.2468,900
MiniRocket,t_no_thrust,61.0,98.0,32.0,34
MiniRocket,t_chemical,51.0,105.0,35.0,34
MiniRocket,t_electric,59.0,98.0,32.0,36
MiniRocket,t_impulsive,58.0,98.0,32.0,37
LSTM,no_thrust,0.0,0.0,0.0,225
LSTM,chemical,0.0,0.0,0.0,225
LSTM,electric,0.0,0.0,0.0,225
LSTM,impulsive,0.25,1.0,0.4,225
LSTM,macro_avg,0.0625,0.25,0.1,900
LSTM,weighted_avg,0.0625,0.25,0.1,900
LSTM,t_no_thrust,0.0,0.0,0.0,225
LSTM,t_chemical,0.0,0.0,0.0,225
LSTM,t_electric,0.0,0.0,0.0,225
LSTM,t_impulsive,0.0,0.0,0.0,225
Mamba,no_thrust,0.25,0.2267,0.2378,225
Mamba,chemical,0.25,0.2756,0.2622,225
Mamba,electric,0.25,0.4489,0.3211,225
Mamba,impulsive,0.25,0.0489,0.0818,225
Mamba,macro_avg,0.25,0.25,0.2257,900
Mamba,weighted_avg,0.25,0.25,0.2257,900
Mamba,t_no_thrust,51.0,62.0,101.0,11
Mamba,t_chemical,51.0,62.0,101.0,11
Mamba,t_electric,51.0,62.0,101.0,11
Mamba,t_impulsive,51.0,62.0,101.0,11
Transformer,no_thrust,0.0,0.0,0.0,225
Transformer,chemical,0.0,0.0,0.0,225
Transformer,electric,0.25,1.0,0.4,225
Transformer,impulsive,0.0,0.0,0.0,225
Transformer,macro_avg,0.0625,0.25,0.1,900
Transformer,weighted_avg,0.0625,0.25,0.1,900
Transformer,t_no_thrust,0.0,0.0,225.0,0
Transformer,t_chemical,0.0,0.0,225.0,0
Transformer,t_electric,0.0,0.0,225.0,0
Transformer,t_impulsive,0.0,0.0,225.0,0
1D-CNN (InceptionTime),no_thrust,0.0,0.0,0.0,225
1D-CNN (InceptionTime),chemical,0.0,0.0,0.0,225
1D-CNN (InceptionTime),electric,0.25,1.0,0.4,225
1D-CNN (InceptionTime),impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),macro_avg,0.0625,0.25,0.1,900
1D-CNN (InceptionTime),weighted_avg,0.0625,0.25,0.1,900
1D-CNN (InceptionTime),t_no_thrust,0.0,0.0,225.0,0
1D-CNN (InceptionTime),t_chemical,0.0,0.0,225.0,0
1D-CNN (InceptionTime),t_electric,0.0,0.0,225.0,0
1D-CNN (InceptionTime),t_impulsive,0.0,0.0,225.0,0
