Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.511,0.72,0.5978,225
Decision Trees (LightGBM),chemical,0.9515,0.96,0.9558,225
Decision Trees (LightGBM),electric,0.3708,0.2933,0.3275,225
Decision Trees (LightGBM),impulsive,0.6629,0.5244,0.5856,225
Decision Trees (LightGBM),macro_avg,0.6241,0.6244,0.6167,900
Decision Trees (LightGBM),weighted_avg,0.6241,0.6244,0.6167,900
Decision Trees (LightGBM),t_no_thrust,162.0,0.0,40.0,23
Decision Trees (LightGBM),t_chemical,1.0,216.0,1.0,7
Decision Trees (LightGBM),t_electric,129.0,0.0,66.0,30
Decision Trees (LightGBM),t_impulsive,25.0,11.0,71.0,118
MiniRocket,no_thrust,0.7711,0.9733,0.8605,225
MiniRocket,chemical,1.0,1.0,1.0,225
MiniRocket,electric,0.9538,0.7333,0.8291,225
MiniRocket,impulsive,1.0,0.9689,0.9842,225
MiniRocket,macro_avg,0.9312,0.9189,0.9185,900
MiniRocket,weighted_avg,0.9312,0.9189,0.9185,900
MiniRocket,t_no_thrust,219.0,0.0,6.0,0
MiniRocket,t_chemical,0.0,225.0,0.0,0
MiniRocket,t_electric,60.0,0.0,165.0,0
MiniRocket,t_impulsive,5.0,0.0,2.0,218
LSTM,no_thrust,0.5714,0.0178,0.0345,225
LSTM,chemical,1.0,0.9956,0.9978,225
LSTM,electric,0.5011,0.9867,0.6647,225
LSTM,impulsive,0.9956,1.0,0.9978,225
LSTM,macro_avg,0.767,0.75,0.6737,900
LSTM,weighted_avg,0.767,0.75,0.6737,900
LSTM,t_no_thrust,4.0,0.0,221.0,0
LSTM,t_chemical,0.0,224.0,0.0,1
LSTM,t_electric,3.0,0.0,222.0,0
LSTM,t_impulsive,0.0,0.0,0.0,225
Mamba,no_thrust,0.4853,0.5867,0.5312,225
Mamba,chemical,0.9083,0.9244,0.9163,225
Mamba,electric,0.4065,0.2222,0.2874,225
Mamba,impulsive,0.5652,0.6933,0.6228,225
Mamba,macro_avg,0.5913,0.6067,0.5894,900
Mamba,weighted_avg,0.5913,0.6067,0.5894,900
Mamba,t_no_thrust,132.0,4.0,40.0,49
Mamba,t_chemical,3.0,208.0,1.0,13
Mamba,t_electric,113.0,4.0,50.0,58
Mamba,t_impulsive,24.0,13.0,32.0,156
Transformer,no_thrust,0.7611,0.9911,0.861,225
Transformer,chemical,1.0,1.0,1.0,225
Transformer,electric,0.9873,0.6889,0.8115,225
Transformer,impulsive,1.0,1.0,1.0,225
Transformer,macro_avg,0.9371,0.92,0.9181,900
Transformer,weighted_avg,0.9371,0.92,0.9181,900
Transformer,t_no_thrust,223.0,0.0,2.0,0
Transformer,t_chemical,0.0,225.0,0.0,0
Transformer,t_electric,70.0,0.0,155.0,0
Transformer,t_impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),no_thrust,0.7651,0.9556,0.8498,225
1D-CNN (InceptionTime),chemical,0.9912,0.9956,0.9933,225
1D-CNN (InceptionTime),electric,0.9412,0.7111,0.8101,225
1D-CNN (InceptionTime),impulsive,0.9955,0.9867,0.9911,225
1D-CNN (InceptionTime),macro_avg,0.9232,0.9122,0.9111,900
1D-CNN (InceptionTime),weighted_avg,0.9232,0.9122,0.9111,900
1D-CNN (InceptionTime),t_no_thrust,215.0,0.0,10.0,0
1D-CNN (InceptionTime),t_chemical,0.0,224.0,0.0,1
1D-CNN (InceptionTime),t_electric,65.0,0.0,160.0,0
1D-CNN (InceptionTime),t_impulsive,1.0,2.0,0.0,222
