Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.4841,0.5422,0.5115,225
Decision Trees (LightGBM),chemical,0.6766,0.8089,0.7368,225
Decision Trees (LightGBM),electric,0.4804,0.4356,0.4569,225
Decision Trees (LightGBM),impulsive,0.6343,0.4933,0.555,225
Decision Trees (LightGBM),macro_avg,0.5688,0.57,0.5651,900
Decision Trees (LightGBM),weighted_avg,0.5688,0.57,0.5651,900
Decision Trees (LightGBM),t_no_thrust,122.0,3.0,87.0,13
Decision Trees (LightGBM),t_chemical,5.0,182.0,4.0,34
Decision Trees (LightGBM),t_electric,107.0,3.0,98.0,17
Decision Trees (LightGBM),t_impulsive,18.0,81.0,15.0,111
MiniRocket,no_thrust,0.7222,0.9244,0.8109,225
MiniRocket,chemical,0.9286,0.7511,0.8305,225
MiniRocket,electric,0.8951,0.6444,0.7494,225
MiniRocket,impulsive,0.791,0.9422,0.86,225
MiniRocket,macro_avg,0.8342,0.8156,0.8127,900
MiniRocket,weighted_avg,0.8342,0.8156,0.8127,900
MiniRocket,t_no_thrust,208.0,0.0,17.0,0
MiniRocket,t_chemical,0.0,169.0,0.0,56
MiniRocket,t_electric,80.0,0.0,145.0,0
MiniRocket,t_impulsive,0.0,13.0,0.0,212
LSTM,no_thrust,0.5763,0.4533,0.5075,225
LSTM,chemical,0.9138,0.7067,0.797,225
LSTM,electric,0.5465,0.6533,0.5951,225
LSTM,impulsive,0.7321,0.9111,0.8119,225
LSTM,macro_avg,0.6922,0.6811,0.6779,900
LSTM,weighted_avg,0.6922,0.6811,0.6779,900
LSTM,t_no_thrust,102.0,0.0,118.0,5
LSTM,t_chemical,0.0,159.0,0.0,66
LSTM,t_electric,74.0,0.0,147.0,4
LSTM,t_impulsive,1.0,15.0,4.0,205
Mamba,no_thrust,0.5,0.1867,0.2718,225
Mamba,chemical,0.7059,0.6933,0.6996,225
Mamba,electric,0.427,0.7022,0.5311,225
Mamba,impulsive,0.5644,0.5644,0.5644,225
Mamba,macro_avg,0.5493,0.5367,0.5167,900
Mamba,weighted_avg,0.5493,0.5367,0.5167,900
Mamba,t_no_thrust,42.0,4.0,158.0,21
Mamba,t_chemical,1.0,156.0,15.0,53
Mamba,t_electric,39.0,4.0,158.0,24
Mamba,t_impulsive,2.0,57.0,39.0,127
Transformer,no_thrust,0.0,0.0,0.0,225
Transformer,chemical,1.0,0.7067,0.8281,225
Transformer,electric,0.5,1.0,0.6667,225
Transformer,impulsive,0.7732,1.0,0.8721,225
Transformer,macro_avg,0.5683,0.6767,0.5917,900
Transformer,weighted_avg,0.5683,0.6767,0.5917,900
Transformer,t_no_thrust,0.0,0.0,225.0,0
Transformer,t_chemical,0.0,159.0,0.0,66
Transformer,t_electric,0.0,0.0,225.0,0
Transformer,t_impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),no_thrust,0.5918,0.96,0.7322,225
1D-CNN (InceptionTime),chemical,0.8182,0.72,0.766,225
1D-CNN (InceptionTime),electric,0.8621,0.3333,0.4808,225
1D-CNN (InceptionTime),impulsive,0.748,0.8311,0.7874,225
1D-CNN (InceptionTime),macro_avg,0.755,0.7111,0.6916,900
1D-CNN (InceptionTime),weighted_avg,0.755,0.7111,0.6916,900
1D-CNN (InceptionTime),t_no_thrust,216.0,0.0,9.0,0
1D-CNN (InceptionTime),t_chemical,0.0,162.0,1.0,62
1D-CNN (InceptionTime),t_electric,149.0,0.0,75.0,1
1D-CNN (InceptionTime),t_impulsive,0.0,36.0,2.0,187
