Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.7354,0.9511,0.8295,225
Decision Trees (LightGBM),chemical,0.907,0.6933,0.7859,225
Decision Trees (LightGBM),electric,0.897,0.6578,0.759,225
Decision Trees (LightGBM),impulsive,0.7537,0.9111,0.8249,225
Decision Trees (LightGBM),macro_avg,0.8233,0.8033,0.7998,900
Decision Trees (LightGBM),weighted_avg,0.8233,0.8033,0.7998,900
Decision Trees (LightGBM),t_no_thrust,214.0,0.0,11.0,0
Decision Trees (LightGBM),t_chemical,0.0,156.0,2.0,67
Decision Trees (LightGBM),t_electric,77.0,0.0,148.0,0
Decision Trees (LightGBM),t_impulsive,0.0,16.0,4.0,205
MiniRocket,no_thrust,0.7189,0.8978,0.7984,225
MiniRocket,chemical,0.9375,0.6667,0.7792,225
MiniRocket,electric,0.8683,0.6444,0.7398,225
MiniRocket,impulsive,0.7363,0.9556,0.8317,225
MiniRocket,macro_avg,0.8152,0.7911,0.7873,900
MiniRocket,weighted_avg,0.8152,0.7911,0.7873,900
MiniRocket,t_no_thrust,202.0,0.0,22.0,1
MiniRocket,t_chemical,0.0,150.0,0.0,75
MiniRocket,t_electric,79.0,0.0,145.0,1
MiniRocket,t_impulsive,0.0,10.0,0.0,215
LSTM,no_thrust,0.7439,0.9422,0.8314,225
LSTM,chemical,0.9102,0.6756,0.7755,225
LSTM,electric,0.9212,0.6756,0.7795,225
LSTM,impulsive,0.742,0.9333,0.8268,225
LSTM,macro_avg,0.8293,0.8067,0.8033,900
LSTM,weighted_avg,0.8293,0.8067,0.8033,900
LSTM,t_no_thrust,212.0,0.0,13.0,0
LSTM,t_chemical,0.0,152.0,0.0,73
LSTM,t_electric,73.0,0.0,152.0,0
LSTM,t_impulsive,0.0,15.0,0.0,210
Mamba,no_thrust,0.755,0.8356,0.7932,225
Mamba,chemical,0.765,0.7378,0.7511,225
Mamba,electric,0.805,0.7156,0.7576,225
Mamba,impulsive,0.735,0.7644,0.7495,225
Mamba,macro_avg,0.765,0.7633,0.7629,900
Mamba,weighted_avg,0.765,0.7633,0.7629,900
Mamba,t_no_thrust,188.0,0.0,37.0,0
Mamba,t_chemical,0.0,166.0,0.0,59
Mamba,t_electric,61.0,0.0,161.0,3
Mamba,t_impulsive,0.0,51.0,2.0,172
Transformer,no_thrust,0.7204,0.9733,0.828,225
Transformer,chemical,1.0,0.6578,0.7936,225
Transformer,electric,0.9589,0.6222,0.7547,225
Transformer,impulsive,0.745,1.0,0.8539,225
Transformer,macro_avg,0.8561,0.8133,0.8075,900
Transformer,weighted_avg,0.8561,0.8133,0.8075,900
Transformer,t_no_thrust,219.0,0.0,6.0,0
Transformer,t_chemical,0.0,148.0,0.0,77
Transformer,t_electric,85.0,0.0,140.0,0
Transformer,t_impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),no_thrust,0.7566,0.8978,0.8211,225
1D-CNN (InceptionTime),chemical,1.0,0.6578,0.7936,225
1D-CNN (InceptionTime),electric,0.8743,0.7111,0.7843,225
1D-CNN (InceptionTime),impulsive,0.745,1.0,0.8539,225
1D-CNN (InceptionTime),macro_avg,0.844,0.8167,0.8132,900
1D-CNN (InceptionTime),weighted_avg,0.844,0.8167,0.8132,900
1D-CNN (InceptionTime),t_no_thrust,202.0,0.0,23.0,0
1D-CNN (InceptionTime),t_chemical,0.0,148.0,0.0,77
1D-CNN (InceptionTime),t_electric,65.0,0.0,160.0,0
1D-CNN (InceptionTime),t_impulsive,0.0,0.0,0.0,225
