Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.2477,0.3556,0.292,225
Decision Trees (LightGBM),chemical,0.2464,0.1511,0.1873,225
Decision Trees (LightGBM),electric,0.251,0.2889,0.2686,225
Decision Trees (LightGBM),impulsive,0.25,0.2,0.2222,225
Decision Trees (LightGBM),macro_avg,0.2488,0.2489,0.2425,900
Decision Trees (LightGBM),weighted_avg,0.2488,0.2489,0.2425,900
Decision Trees (LightGBM),t_no_thrust,80.0,35.0,65.0,45
Decision Trees (LightGBM),t_chemical,81.0,34.0,65.0,45
Decision Trees (LightGBM),t_electric,80.0,35.0,65.0,45
Decision Trees (LightGBM),t_impulsive,82.0,34.0,64.0,45
MiniRocket,no_thrust,0.25,0.2978,0.2718,225
MiniRocket,chemical,0.2484,0.3422,0.2879,225
MiniRocket,electric,0.2564,0.1333,0.1754,225
MiniRocket,impulsive,0.2537,0.2311,0.2419,225
MiniRocket,macro_avg,0.2521,0.2511,0.2442,900
MiniRocket,weighted_avg,0.2521,0.2511,0.2442,900
MiniRocket,t_no_thrust,67.0,77.0,30.0,51
MiniRocket,t_chemical,65.0,77.0,32.0,51
MiniRocket,t_electric,67.0,77.0,30.0,51
MiniRocket,t_impulsive,69.0,79.0,25.0,52
LSTM,no_thrust,0.0,0.0,0.0,225
LSTM,chemical,0.25,0.3289,0.2841,225
LSTM,electric,0.0,0.0,0.0,225
LSTM,impulsive,0.25,0.6711,0.3643,225
LSTM,macro_avg,0.125,0.25,0.1621,900
LSTM,weighted_avg,0.125,0.25,0.1621,900
LSTM,t_no_thrust,0.0,74.0,0.0,151
LSTM,t_chemical,0.0,74.0,0.0,151
LSTM,t_electric,0.0,74.0,0.0,151
LSTM,t_impulsive,0.0,74.0,0.0,151
Mamba,no_thrust,0.25,0.1911,0.2166,225
Mamba,chemical,0.25,0.4089,0.3103,225
Mamba,electric,0.25,0.3289,0.2841,225
Mamba,impulsive,0.25,0.0711,0.1107,225
Mamba,macro_avg,0.25,0.25,0.2304,900
Mamba,weighted_avg,0.25,0.25,0.2304,900
Mamba,t_no_thrust,43.0,92.0,74.0,16
Mamba,t_chemical,43.0,92.0,74.0,16
Mamba,t_electric,43.0,92.0,74.0,16
Mamba,t_impulsive,43.0,92.0,74.0,16
Transformer,no_thrust,0.25,0.1333,0.1739,225
Transformer,chemical,0.0,0.0,0.0,225
Transformer,electric,0.25,0.5644,0.3465,225
Transformer,impulsive,0.25,0.3022,0.2736,225
Transformer,macro_avg,0.1875,0.25,0.1985,900
Transformer,weighted_avg,0.1875,0.25,0.1985,900
Transformer,t_no_thrust,30.0,0.0,127.0,68
Transformer,t_chemical,30.0,0.0,127.0,68
Transformer,t_electric,30.0,0.0,127.0,68
Transformer,t_impulsive,30.0,0.0,127.0,68
1D-CNN (InceptionTime),no_thrust,0.0,0.0,0.0,225
1D-CNN (InceptionTime),chemical,0.25,1.0,0.4,225
1D-CNN (InceptionTime),electric,0.0,0.0,0.0,225
1D-CNN (InceptionTime),impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),macro_avg,0.0625,0.25,0.1,900
1D-CNN (InceptionTime),weighted_avg,0.0625,0.25,0.1,900
1D-CNN (InceptionTime),t_no_thrust,0.0,225.0,0.0,0
1D-CNN (InceptionTime),t_chemical,0.0,225.0,0.0,0
1D-CNN (InceptionTime),t_electric,0.0,225.0,0.0,0
1D-CNN (InceptionTime),t_impulsive,0.0,225.0,0.0,0
