Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.7912,0.96,0.8675,225
Decision Trees (LightGBM),chemical,0.9701,0.72,0.8265,225
Decision Trees (LightGBM),electric,0.9282,0.7467,0.8276,225
Decision Trees (LightGBM),impulsive,0.7742,0.96,0.8571,225
Decision Trees (LightGBM),macro_avg,0.8659,0.8467,0.8447,900
Decision Trees (LightGBM),weighted_avg,0.8659,0.8467,0.8447,900
Decision Trees (LightGBM),t_no_thrust,216.0,0.0,9.0,0
Decision Trees (LightGBM),t_chemical,0.0,162.0,0.0,63
Decision Trees (LightGBM),t_electric,57.0,0.0,168.0,0
Decision Trees (LightGBM),t_impulsive,0.0,5.0,4.0,216
MiniRocket,no_thrust,0.7741,0.9289,0.8444,225
MiniRocket,chemical,0.9477,0.7244,0.8212,225
MiniRocket,electric,0.9106,0.7244,0.8069,225
MiniRocket,impulsive,0.7742,0.96,0.8571,225
MiniRocket,macro_avg,0.8516,0.8344,0.8324,900
MiniRocket,weighted_avg,0.8516,0.8344,0.8324,900
MiniRocket,t_no_thrust,209.0,0.0,16.0,0
MiniRocket,t_chemical,0.0,163.0,0.0,62
MiniRocket,t_electric,61.0,0.0,163.0,1
MiniRocket,t_impulsive,0.0,9.0,0.0,216
LSTM,no_thrust,0.8522,0.8711,0.8615,225
LSTM,chemical,0.9101,0.72,0.804,225
LSTM,electric,0.8682,0.8489,0.8584,225
LSTM,impulsive,0.7684,0.9289,0.841,225
LSTM,macro_avg,0.8497,0.8422,0.8412,900
LSTM,weighted_avg,0.8497,0.8422,0.8412,900
LSTM,t_no_thrust,196.0,0.0,29.0,0
LSTM,t_chemical,0.0,162.0,0.0,63
LSTM,t_electric,34.0,0.0,191.0,0
LSTM,t_impulsive,0.0,16.0,0.0,209
Mamba,no_thrust,0.8109,0.8578,0.8337,225
Mamba,chemical,0.8446,0.7244,0.7799,225
Mamba,electric,0.8443,0.7956,0.8192,225
Mamba,impulsive,0.7549,0.8622,0.805,225
Mamba,macro_avg,0.8137,0.81,0.8094,900
Mamba,weighted_avg,0.8137,0.81,0.8094,900
Mamba,t_no_thrust,193.0,0.0,32.0,0
Mamba,t_chemical,1.0,163.0,1.0,60
Mamba,t_electric,43.0,0.0,179.0,3
Mamba,t_impulsive,1.0,30.0,0.0,194
Transformer,no_thrust,0.7918,0.9467,0.8623,225
Transformer,chemical,1.0,0.7022,0.8251,225
Transformer,electric,0.9337,0.7511,0.8325,225
Transformer,impulsive,0.7705,1.0,0.8704,225
Transformer,macro_avg,0.874,0.85,0.8476,900
Transformer,weighted_avg,0.874,0.85,0.8476,900
Transformer,t_no_thrust,213.0,0.0,12.0,0
Transformer,t_chemical,0.0,158.0,0.0,67
Transformer,t_electric,56.0,0.0,169.0,0
Transformer,t_impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),no_thrust,0.8142,0.9156,0.8619,225
1D-CNN (InceptionTime),chemical,1.0,0.7022,0.8251,225
1D-CNN (InceptionTime),electric,0.9036,0.7911,0.8436,225
1D-CNN (InceptionTime),impulsive,0.7705,1.0,0.8704,225
1D-CNN (InceptionTime),macro_avg,0.8721,0.8522,0.8502,900
1D-CNN (InceptionTime),weighted_avg,0.8721,0.8522,0.8502,900
1D-CNN (InceptionTime),t_no_thrust,206.0,0.0,19.0,0
1D-CNN (InceptionTime),t_chemical,0.0,158.0,0.0,67
1D-CNN (InceptionTime),t_electric,47.0,0.0,178.0,0
1D-CNN (InceptionTime),t_impulsive,0.0,0.0,0.0,225
