Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.251,0.2711,0.2607,225
Decision Trees (LightGBM),chemical,0.25,0.2622,0.256,225
Decision Trees (LightGBM),electric,0.2512,0.2311,0.2407,225
Decision Trees (LightGBM),impulsive,0.2523,0.24,0.246,225
Decision Trees (LightGBM),macro_avg,0.2511,0.2511,0.2509,900
Decision Trees (LightGBM),weighted_avg,0.2511,0.2511,0.2509,900
Decision Trees (LightGBM),t_no_thrust,61.0,58.0,52.0,54
Decision Trees (LightGBM),t_chemical,63.0,59.0,51.0,52
Decision Trees (LightGBM),t_electric,60.0,59.0,52.0,54
Decision Trees (LightGBM),t_impulsive,59.0,60.0,52.0,54
MiniRocket,no_thrust,0.2848,0.1911,0.2287,225
MiniRocket,chemical,0.2426,0.2178,0.2295,225
MiniRocket,electric,0.2698,0.1511,0.1937,225
MiniRocket,impulsive,0.2945,0.5511,0.3839,225
MiniRocket,macro_avg,0.2729,0.2778,0.259,900
MiniRocket,weighted_avg,0.2729,0.2778,0.259,900
MiniRocket,t_no_thrust,43.0,51.0,33.0,98
MiniRocket,t_chemical,38.0,49.0,38.0,100
MiniRocket,t_electric,42.0,50.0,34.0,99
MiniRocket,t_impulsive,28.0,52.0,21.0,124
LSTM,no_thrust,0.0,0.0,0.0,225
LSTM,chemical,0.25,0.28,0.2642,225
LSTM,electric,0.0,0.0,0.0,225
LSTM,impulsive,0.25,0.72,0.3711,225
LSTM,macro_avg,0.125,0.25,0.1588,900
LSTM,weighted_avg,0.125,0.25,0.1588,900
LSTM,t_no_thrust,0.0,63.0,0.0,162
LSTM,t_chemical,0.0,63.0,0.0,162
LSTM,t_electric,0.0,63.0,0.0,162
LSTM,t_impulsive,0.0,63.0,0.0,162
Mamba,no_thrust,0.25,0.2622,0.256,225
Mamba,chemical,0.25,0.3022,0.2736,225
Mamba,electric,0.25,0.3067,0.2754,225
Mamba,impulsive,0.25,0.1289,0.1701,225
Mamba,macro_avg,0.25,0.25,0.2438,900
Mamba,weighted_avg,0.25,0.25,0.2438,900
Mamba,t_no_thrust,59.0,68.0,69.0,29
Mamba,t_chemical,59.0,68.0,69.0,29
Mamba,t_electric,59.0,68.0,69.0,29
Mamba,t_impulsive,59.0,68.0,69.0,29
Transformer,no_thrust,0.0,0.0,0.0,225
Transformer,chemical,0.0,0.0,0.0,225
Transformer,electric,0.0,0.0,0.0,225
Transformer,impulsive,0.25,1.0,0.4,225
Transformer,macro_avg,0.0625,0.25,0.1,900
Transformer,weighted_avg,0.0625,0.25,0.1,900
Transformer,t_no_thrust,0.0,0.0,0.0,225
Transformer,t_chemical,0.0,0.0,0.0,225
Transformer,t_electric,0.0,0.0,0.0,225
Transformer,t_impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),no_thrust,0.0,0.0,0.0,225
1D-CNN (InceptionTime),chemical,0.0,0.0,0.0,225
1D-CNN (InceptionTime),electric,0.25,0.4578,0.3234,225
1D-CNN (InceptionTime),impulsive,0.25,0.5422,0.3422,225
1D-CNN (InceptionTime),macro_avg,0.125,0.25,0.1664,900
1D-CNN (InceptionTime),weighted_avg,0.125,0.25,0.1664,900
1D-CNN (InceptionTime),t_no_thrust,0.0,0.0,103.0,122
1D-CNN (InceptionTime),t_chemical,0.0,0.0,103.0,122
1D-CNN (InceptionTime),t_electric,0.0,0.0,103.0,122
1D-CNN (InceptionTime),t_impulsive,0.0,0.0,103.0,122
