Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.2481,0.2844,0.265,225
Decision Trees (LightGBM),chemical,0.2468,0.2578,0.2522,225
Decision Trees (LightGBM),electric,0.2512,0.2311,0.2407,225
Decision Trees (LightGBM),impulsive,0.25,0.2222,0.2353,225
Decision Trees (LightGBM),macro_avg,0.249,0.2489,0.2483,900
Decision Trees (LightGBM),weighted_avg,0.249,0.2489,0.2483,900
Decision Trees (LightGBM),t_no_thrust,64.0,58.0,53.0,50
Decision Trees (LightGBM),t_chemical,65.0,58.0,52.0,50
Decision Trees (LightGBM),t_electric,64.0,59.0,52.0,50
Decision Trees (LightGBM),t_impulsive,65.0,60.0,50.0,50
MiniRocket,no_thrust,0.271,0.2578,0.2642,225
MiniRocket,chemical,0.2512,0.2356,0.2431,225
MiniRocket,electric,0.2891,0.1644,0.2096,225
MiniRocket,impulsive,0.2939,0.4533,0.3566,225
MiniRocket,macro_avg,0.2763,0.2778,0.2684,900
MiniRocket,weighted_avg,0.2763,0.2778,0.2684,900
MiniRocket,t_no_thrust,58.0,52.0,35.0,80
MiniRocket,t_chemical,56.0,53.0,31.0,85
MiniRocket,t_electric,56.0,52.0,37.0,80
MiniRocket,t_impulsive,44.0,54.0,25.0,102
LSTM,no_thrust,0.0,0.0,0.0,225
LSTM,chemical,0.0,0.0,0.0,225
LSTM,electric,0.0,0.0,0.0,225
LSTM,impulsive,0.25,1.0,0.4,225
LSTM,macro_avg,0.0625,0.25,0.1,900
LSTM,weighted_avg,0.0625,0.25,0.1,900
LSTM,t_no_thrust,0.0,0.0,0.0,225
LSTM,t_chemical,0.0,0.0,0.0,225
LSTM,t_electric,0.0,0.0,0.0,225
LSTM,t_impulsive,0.0,0.0,0.0,225
Mamba,no_thrust,0.25,0.2889,0.268,225
Mamba,chemical,0.25,0.2133,0.2302,225
Mamba,electric,0.25,0.3556,0.2936,225
Mamba,impulsive,0.25,0.1422,0.1813,225
Mamba,macro_avg,0.25,0.25,0.2433,900
Mamba,weighted_avg,0.25,0.25,0.2433,900
Mamba,t_no_thrust,65.0,48.0,80.0,32
Mamba,t_chemical,65.0,48.0,80.0,32
Mamba,t_electric,65.0,48.0,80.0,32
Mamba,t_impulsive,65.0,48.0,80.0,32
Transformer,no_thrust,0.0,0.0,0.0,225
Transformer,chemical,0.0,0.0,0.0,225
Transformer,electric,0.25,1.0,0.4,225
Transformer,impulsive,0.0,0.0,0.0,225
Transformer,macro_avg,0.0625,0.25,0.1,900
Transformer,weighted_avg,0.0625,0.25,0.1,900
Transformer,t_no_thrust,0.0,0.0,225.0,0
Transformer,t_chemical,0.0,0.0,225.0,0
Transformer,t_electric,0.0,0.0,225.0,0
Transformer,t_impulsive,0.0,0.0,225.0,0
1D-CNN (InceptionTime),no_thrust,0.25,0.2,0.2222,225
1D-CNN (InceptionTime),chemical,0.25,0.6933,0.3675,225
1D-CNN (InceptionTime),electric,0.25,0.1067,0.1495,225
1D-CNN (InceptionTime),impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),macro_avg,0.1875,0.25,0.1848,900
1D-CNN (InceptionTime),weighted_avg,0.1875,0.25,0.1848,900
1D-CNN (InceptionTime),t_no_thrust,45.0,156.0,24.0,0
1D-CNN (InceptionTime),t_chemical,45.0,156.0,24.0,0
1D-CNN (InceptionTime),t_electric,45.0,156.0,24.0,0
1D-CNN (InceptionTime),t_impulsive,45.0,156.0,24.0,0
