Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.9698,1.0,0.9847,225
Decision Trees (LightGBM),chemical,0.8969,0.8889,0.8929,225
Decision Trees (LightGBM),electric,0.7719,0.7822,0.777,225
Decision Trees (LightGBM),impulsive,0.7373,0.7111,0.724,225
Decision Trees (LightGBM),macro_avg,0.844,0.8456,0.8446,900
Decision Trees (LightGBM),weighted_avg,0.844,0.8456,0.8446,900
Decision Trees (LightGBM),t_no_thrust,225.0,0.0,0.0,0
Decision Trees (LightGBM),t_chemical,0.0,200.0,2.0,23
Decision Trees (LightGBM),t_electric,5.0,10.0,176.0,34
Decision Trees (LightGBM),t_impulsive,2.0,13.0,50.0,160
MiniRocket,no_thrust,0.9956,1.0,0.9978,225
MiniRocket,chemical,0.9956,1.0,0.9978,225
MiniRocket,electric,1.0,1.0,1.0,225
MiniRocket,impulsive,1.0,0.9911,0.9955,225
MiniRocket,macro_avg,0.9978,0.9978,0.9978,900
MiniRocket,weighted_avg,0.9978,0.9978,0.9978,900
MiniRocket,t_no_thrust,225.0,0.0,0.0,0
MiniRocket,t_chemical,0.0,225.0,0.0,0
MiniRocket,t_electric,0.0,0.0,225.0,0
MiniRocket,t_impulsive,1.0,1.0,0.0,223
LSTM,no_thrust,0.7192,0.6489,0.6822,225
LSTM,chemical,0.7027,0.8089,0.7521,225
LSTM,electric,0.5668,0.5467,0.5566,225
LSTM,impulsive,0.543,0.5333,0.5381,225
LSTM,macro_avg,0.6329,0.6344,0.6322,900
LSTM,weighted_avg,0.6329,0.6344,0.6322,900
LSTM,t_no_thrust,146.0,13.0,26.0,40
LSTM,t_chemical,5.0,182.0,25.0,13
LSTM,t_electric,25.0,29.0,123.0,48
LSTM,t_impulsive,27.0,35.0,43.0,120
Mamba,no_thrust,0.9694,0.9867,0.978,225
Mamba,chemical,0.8299,0.8889,0.8584,225
Mamba,electric,0.4658,0.3022,0.3666,225
Mamba,impulsive,0.4965,0.6267,0.554,225
Mamba,macro_avg,0.6904,0.7011,0.6892,900
Mamba,weighted_avg,0.6904,0.7011,0.6892,900
Mamba,t_no_thrust,222.0,0.0,0.0,3
Mamba,t_chemical,0.0,200.0,11.0,14
Mamba,t_electric,5.0,26.0,68.0,126
Mamba,t_impulsive,2.0,15.0,67.0,141
Transformer,no_thrust,1.0,1.0,1.0,225
Transformer,chemical,1.0,0.9556,0.9773,225
Transformer,electric,1.0,1.0,1.0,225
Transformer,impulsive,0.9574,1.0,0.9783,225
Transformer,macro_avg,0.9894,0.9889,0.9889,900
Transformer,weighted_avg,0.9894,0.9889,0.9889,900
Transformer,t_no_thrust,225.0,0.0,0.0,0
Transformer,t_chemical,0.0,215.0,0.0,10
Transformer,t_electric,0.0,0.0,225.0,0
Transformer,t_impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),no_thrust,1.0,1.0,1.0,225
1D-CNN (InceptionTime),chemical,1.0,0.9956,0.9978,225
1D-CNN (InceptionTime),electric,1.0,1.0,1.0,225
1D-CNN (InceptionTime),impulsive,0.9956,1.0,0.9978,225
1D-CNN (InceptionTime),macro_avg,0.9989,0.9989,0.9989,900
1D-CNN (InceptionTime),weighted_avg,0.9989,0.9989,0.9989,900
1D-CNN (InceptionTime),t_no_thrust,225.0,0.0,0.0,0
1D-CNN (InceptionTime),t_chemical,0.0,224.0,0.0,1
1D-CNN (InceptionTime),t_electric,0.0,0.0,225.0,0
1D-CNN (InceptionTime),t_impulsive,0.0,0.0,0.0,225
