Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.2597,0.3556,0.3002,225
Decision Trees (LightGBM),chemical,0.268,0.3467,0.3023,225
Decision Trees (LightGBM),electric,0.2443,0.1911,0.2145,225
Decision Trees (LightGBM),impulsive,0.248,0.1378,0.1771,225
Decision Trees (LightGBM),macro_avg,0.255,0.2578,0.2485,900
Decision Trees (LightGBM),weighted_avg,0.255,0.2578,0.2485,900
Decision Trees (LightGBM),t_no_thrust,80.0,69.0,45.0,31
Decision Trees (LightGBM),t_chemical,72.0,78.0,44.0,31
Decision Trees (LightGBM),t_electric,79.0,71.0,43.0,32
Decision Trees (LightGBM),t_impulsive,77.0,73.0,44.0,31
MiniRocket,no_thrust,0.4013,0.5422,0.4612,225
MiniRocket,chemical,0.519,0.3644,0.4282,225
MiniRocket,electric,0.3785,0.2978,0.3333,225
MiniRocket,impulsive,0.6858,0.7956,0.7366,225
MiniRocket,macro_avg,0.4962,0.5,0.4899,900
MiniRocket,weighted_avg,0.4962,0.5,0.4899,900
MiniRocket,t_no_thrust,122.0,24.0,68.0,11
MiniRocket,t_chemical,51.0,82.0,32.0,60
MiniRocket,t_electric,121.0,26.0,67.0,11
MiniRocket,t_impulsive,10.0,26.0,10.0,179
LSTM,no_thrust,0.0,0.0,0.0,225
LSTM,chemical,0.25,0.3022,0.2736,225
LSTM,electric,0.0,0.0,0.0,225
LSTM,impulsive,0.25,0.6978,0.3681,225
LSTM,macro_avg,0.125,0.25,0.1604,900
LSTM,weighted_avg,0.125,0.25,0.1604,900
LSTM,t_no_thrust,0.0,68.0,0.0,157
LSTM,t_chemical,0.0,68.0,0.0,157
LSTM,t_electric,0.0,68.0,0.0,157
LSTM,t_impulsive,0.0,68.0,0.0,157
Mamba,no_thrust,0.25,0.1778,0.2078,225
Mamba,chemical,0.25,0.3111,0.2772,225
Mamba,electric,0.25,0.3422,0.2889,225
Mamba,impulsive,0.25,0.1689,0.2016,225
Mamba,macro_avg,0.25,0.25,0.2439,900
Mamba,weighted_avg,0.25,0.25,0.2439,900
Mamba,t_no_thrust,40.0,70.0,77.0,38
Mamba,t_chemical,40.0,70.0,77.0,38
Mamba,t_electric,40.0,70.0,77.0,38
Mamba,t_impulsive,40.0,70.0,77.0,38
Transformer,no_thrust,0.0,0.0,0.0,225
Transformer,chemical,0.0,0.0,0.0,225
Transformer,electric,0.0,0.0,0.0,225
Transformer,impulsive,0.25,1.0,0.4,225
Transformer,macro_avg,0.0625,0.25,0.1,900
Transformer,weighted_avg,0.0625,0.25,0.1,900
Transformer,t_no_thrust,0.0,0.0,0.0,225
Transformer,t_chemical,0.0,0.0,0.0,225
Transformer,t_electric,0.0,0.0,0.0,225
Transformer,t_impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),no_thrust,0.0,0.0,0.0,225
1D-CNN (InceptionTime),chemical,0.25,1.0,0.4,225
1D-CNN (InceptionTime),electric,0.0,0.0,0.0,225
1D-CNN (InceptionTime),impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),macro_avg,0.0625,0.25,0.1,900
1D-CNN (InceptionTime),weighted_avg,0.0625,0.25,0.1,900
1D-CNN (InceptionTime),t_no_thrust,0.0,225.0,0.0,0
1D-CNN (InceptionTime),t_chemical,0.0,225.0,0.0,0
1D-CNN (InceptionTime),t_electric,0.0,225.0,0.0,0
1D-CNN (InceptionTime),t_impulsive,0.0,225.0,0.0,0
