Model,Epoch,Validation Loss,Validation Accuracy
LSTM,1,0.5705,77.0
LSTM,2,0.2357,90.22
LSTM,3,0.2011,91.67
LSTM,4,0.2201,90.44
LSTM,5,0.1968,91.56
LSTM,6,0.1983,91.67
LSTM,7,0.1695,92.89
LSTM,8,0.1391,92.78
LSTM,9,0.1266,94.33
LSTM,10,0.1375,92.67
LSTM,11,0.1175,94.22
LSTM,12,0.1141,94.67
LSTM,13,0.1096,94.44
LSTM,14,0.1255,93.78
LSTM,15,0.1003,94.78
LSTM,16,0.1284,93.11
LSTM,17,0.1113,94.89
LSTM,18,0.1081,95.44
LSTM,19,0.1073,94.78
LSTM,20,0.1116,93.78
LSTM,21,0.11,94.56
LSTM,22,0.0874,95.67
LSTM,23,0.0926,95.67
LSTM,24,0.0885,95.67
LSTM,25,0.101,94.78
LSTM,26,0.0853,95.78
LSTM,27,0.1036,95.22
LSTM,28,0.0888,94.56
LSTM,29,0.0825,95.56
LSTM,30,0.0805,96.0
LSTM,31,0.0954,95.78
LSTM,32,0.092,95.56
LSTM,33,0.0968,95.22
LSTM,34,0.0887,95.89
LSTM,35,0.1039,95.33
LSTM,36,0.0684,96.44
LSTM,37,0.0473,98.67
LSTM,38,0.047,98.22
LSTM,39,0.0118,99.89
LSTM,40,0.0169,99.67
LSTM,41,0.0768,97.22
LSTM,42,0.0281,99.0
LSTM,43,0.0154,99.78
LSTM,44,0.0127,99.78
LSTM,45,0.0109,99.89
LSTM,46,0.0109,99.89
LSTM,47,0.0104,99.89
LSTM,48,0.0103,99.89
LSTM,49,0.0104,99.89
LSTM,50,0.0104,99.89
LSTM,51,0.0105,99.89
LSTM,52,0.0105,99.89
LSTM,53,0.0105,99.89
LSTM,54,0.0113,99.89
LSTM,55,0.0112,99.89
LSTM,56,0.0108,99.89
LSTM,57,0.0108,99.89
LSTM,58,0.0109,99.89
Mamba,1,0.5742,78.56
Mamba,2,0.3,87.67
Mamba,3,0.1568,94.78
Mamba,4,0.1338,95.33
Mamba,5,0.1153,95.78
Mamba,6,0.1028,95.56
Mamba,7,0.0899,96.22
Mamba,8,0.0861,97.0
Mamba,9,0.0886,96.44
Mamba,10,0.0874,96.11
Mamba,11,0.1169,95.89
Mamba,12,0.0801,96.78
Mamba,13,0.0872,96.89
Mamba,14,0.0612,97.33
Mamba,15,0.0796,97.44
Mamba,16,0.0704,97.78
Mamba,17,0.0397,99.22
Mamba,18,0.0347,98.78
Mamba,19,0.0608,98.67
Mamba,20,0.0415,98.89
Mamba,21,0.018,99.78
Mamba,22,0.0167,99.89
Mamba,23,0.0192,99.89
Mamba,24,0.025,99.89
Mamba,25,0.0223,99.78
Mamba,26,0.0228,99.78
Mamba,27,0.024,99.78
Mamba,28,0.0249,99.78
Mamba,29,0.024,99.78
Mamba,30,0.0251,99.78
Mamba,31,0.0255,99.78
Mamba,32,0.0247,99.78
Transformer,1,0.0269,99.56
Transformer,2,0.0215,99.44
Transformer,3,0.0056,99.89
Transformer,4,0.0048,100.0
Transformer,5,0.005,99.89
Transformer,6,0.008,99.89
Transformer,7,0.0016,100.0
Transformer,8,0.0013,100.0
Transformer,9,0.0037,99.89
Transformer,10,0.0012,100.0
Transformer,11,0.0011,100.0
Transformer,12,0.0007,100.0
Transformer,13,0.0019,100.0
Transformer,14,0.0002,100.0
Transformer,15,0.0003,100.0
Transformer,16,0.0029,99.89
Transformer,17,0.0003,100.0
Transformer,18,0.0001,100.0
Transformer,19,0.0002,100.0
Transformer,20,0.0002,100.0
Transformer,21,0.0002,100.0
Transformer,22,0.0001,100.0
Transformer,23,0.0001,100.0
Transformer,24,0.0004,100.0
Transformer,25,0.0002,100.0
Transformer,26,0.0001,100.0
Transformer,27,0.0001,100.0
Transformer,28,0.0042,99.89
Transformer,29,0.0034,99.78
Transformer,30,0.0004,100.0
Transformer,31,0.015,99.56
Transformer,32,0.0308,98.89
Transformer,33,0.0114,99.67
Transformer,34,0.0003,100.0
Transformer,35,0.0002,100.0
Transformer,36,0.0002,100.0
Transformer,37,0.0002,100.0
1D-CNN (InceptionTime),1,0.0347,99.67
1D-CNN (InceptionTime),2,0.0127,99.67
1D-CNN (InceptionTime),3,0.0206,99.67
1D-CNN (InceptionTime),4,0.009,99.89
1D-CNN (InceptionTime),5,0.0066,99.78
1D-CNN (InceptionTime),6,0.0078,99.89
1D-CNN (InceptionTime),7,0.0036,99.89
1D-CNN (InceptionTime),8,0.0057,99.78
1D-CNN (InceptionTime),9,0.0078,99.89
