Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.2527,0.3111,0.2789,225
Decision Trees (LightGBM),chemical,0.2568,0.3333,0.2901,225
Decision Trees (LightGBM),electric,0.2488,0.2311,0.2396,225
Decision Trees (LightGBM),impulsive,0.2541,0.1378,0.1787,225
Decision Trees (LightGBM),macro_avg,0.2531,0.2533,0.2468,900
Decision Trees (LightGBM),weighted_avg,0.2531,0.2533,0.2468,900
Decision Trees (LightGBM),t_no_thrust,70.0,72.0,53.0,30
Decision Trees (LightGBM),t_chemical,68.0,75.0,52.0,30
Decision Trees (LightGBM),t_electric,70.0,72.0,52.0,31
Decision Trees (LightGBM),t_impulsive,69.0,73.0,52.0,31
MiniRocket,no_thrust,0.3662,0.5289,0.4327,225
MiniRocket,chemical,0.5273,0.2578,0.3463,225
MiniRocket,electric,0.3889,0.3733,0.381,225
MiniRocket,impulsive,0.7952,0.88,0.8354,225
MiniRocket,macro_avg,0.5194,0.51,0.4988,900
MiniRocket,weighted_avg,0.5194,0.51,0.4988,900
MiniRocket,t_no_thrust,119.0,20.0,81.0,5
MiniRocket,t_chemical,83.0,58.0,43.0,41
MiniRocket,t_electric,115.0,21.0,84.0,5
MiniRocket,t_impulsive,8.0,11.0,8.0,198
LSTM,no_thrust,0.0,0.0,0.0,225
LSTM,chemical,0.0,0.0,0.0,225
LSTM,electric,0.0,0.0,0.0,225
LSTM,impulsive,0.25,1.0,0.4,225
LSTM,macro_avg,0.0625,0.25,0.1,900
LSTM,weighted_avg,0.0625,0.25,0.1,900
LSTM,t_no_thrust,0.0,0.0,0.0,225
LSTM,t_chemical,0.0,0.0,0.0,225
LSTM,t_electric,0.0,0.0,0.0,225
LSTM,t_impulsive,0.0,0.0,0.0,225
Mamba,no_thrust,0.25,0.12,0.1622,225
Mamba,chemical,0.25,0.3378,0.2873,225
Mamba,electric,0.25,0.1644,0.1984,225
Mamba,impulsive,0.25,0.3778,0.3009,225
Mamba,macro_avg,0.25,0.25,0.2372,900
Mamba,weighted_avg,0.25,0.25,0.2372,900
Mamba,t_no_thrust,27.0,76.0,37.0,85
Mamba,t_chemical,27.0,76.0,37.0,85
Mamba,t_electric,27.0,76.0,37.0,85
Mamba,t_impulsive,27.0,76.0,37.0,85
Transformer,no_thrust,0.0,0.0,0.0,225
Transformer,chemical,0.0,0.0,0.0,225
Transformer,electric,0.25,1.0,0.4,225
Transformer,impulsive,0.0,0.0,0.0,225
Transformer,macro_avg,0.0625,0.25,0.1,900
Transformer,weighted_avg,0.0625,0.25,0.1,900
Transformer,t_no_thrust,0.0,0.0,225.0,0
Transformer,t_chemical,0.0,0.0,225.0,0
Transformer,t_electric,0.0,0.0,225.0,0
Transformer,t_impulsive,0.0,0.0,225.0,0
1D-CNN (InceptionTime),no_thrust,0.0,0.0,0.0,225
1D-CNN (InceptionTime),chemical,0.0,0.0,0.0,225
1D-CNN (InceptionTime),electric,0.25,0.1067,0.1495,225
1D-CNN (InceptionTime),impulsive,0.25,0.8933,0.3907,225
1D-CNN (InceptionTime),macro_avg,0.125,0.25,0.1351,900
1D-CNN (InceptionTime),weighted_avg,0.125,0.25,0.1351,900
1D-CNN (InceptionTime),t_no_thrust,0.0,0.0,24.0,201
1D-CNN (InceptionTime),t_chemical,0.0,0.0,24.0,201
1D-CNN (InceptionTime),t_electric,0.0,0.0,24.0,201
1D-CNN (InceptionTime),t_impulsive,0.0,0.0,24.0,201
