Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.9694,0.9867,0.978,225
Decision Trees (LightGBM),chemical,0.8932,0.8178,0.8538,225
Decision Trees (LightGBM),electric,0.6836,0.8356,0.752,225
Decision Trees (LightGBM),impulsive,0.7421,0.6267,0.6795,225
Decision Trees (LightGBM),macro_avg,0.8221,0.8167,0.8158,900
Decision Trees (LightGBM),weighted_avg,0.8221,0.8167,0.8158,900
Decision Trees (LightGBM),t_no_thrust,222.0,0.0,1.0,2
Decision Trees (LightGBM),t_chemical,0.0,184.0,12.0,29
Decision Trees (LightGBM),t_electric,5.0,14.0,188.0,18
Decision Trees (LightGBM),t_impulsive,2.0,8.0,74.0,141
MiniRocket,no_thrust,1.0,1.0,1.0,225
MiniRocket,chemical,1.0,1.0,1.0,225
MiniRocket,electric,1.0,1.0,1.0,225
MiniRocket,impulsive,1.0,1.0,1.0,225
MiniRocket,macro_avg,1.0,1.0,1.0,900
MiniRocket,weighted_avg,1.0,1.0,1.0,900
MiniRocket,t_no_thrust,225.0,0.0,0.0,0
MiniRocket,t_chemical,0.0,225.0,0.0,0
MiniRocket,t_electric,0.0,0.0,225.0,0
MiniRocket,t_impulsive,0.0,0.0,0.0,225
LSTM,no_thrust,0.8844,0.8844,0.8844,225
LSTM,chemical,0.8505,0.8089,0.8292,225
LSTM,electric,0.8285,0.88,0.8534,225
LSTM,impulsive,0.7973,0.7867,0.7919,225
LSTM,macro_avg,0.8402,0.84,0.8397,900
LSTM,weighted_avg,0.8402,0.84,0.8397,900
LSTM,t_no_thrust,199.0,3.0,16.0,7
LSTM,t_chemical,5.0,182.0,6.0,32
LSTM,t_electric,11.0,10.0,198.0,6
LSTM,t_impulsive,10.0,19.0,19.0,177
Mamba,no_thrust,0.978,0.9867,0.9823,225
Mamba,chemical,0.7974,0.8044,0.8009,225
Mamba,electric,0.4265,0.5289,0.4722,225
Mamba,impulsive,0.5449,0.4044,0.4643,225
Mamba,macro_avg,0.6867,0.6811,0.6799,900
Mamba,weighted_avg,0.6867,0.6811,0.6799,900
Mamba,t_no_thrust,222.0,1.0,2.0,0
Mamba,t_chemical,0.0,181.0,35.0,9
Mamba,t_electric,5.0,34.0,119.0,67
Mamba,t_impulsive,0.0,11.0,123.0,91
Transformer,no_thrust,1.0,1.0,1.0,225
Transformer,chemical,0.9567,0.8844,0.9192,225
Transformer,electric,1.0,0.9956,0.9978,225
Transformer,impulsive,0.8889,0.96,0.9231,225
Transformer,macro_avg,0.9614,0.96,0.96,900
Transformer,weighted_avg,0.9614,0.96,0.96,900
Transformer,t_no_thrust,225.0,0.0,0.0,0
Transformer,t_chemical,0.0,199.0,0.0,26
Transformer,t_electric,0.0,0.0,224.0,1
Transformer,t_impulsive,0.0,9.0,0.0,216
1D-CNN (InceptionTime),no_thrust,1.0,0.9956,0.9978,225
1D-CNN (InceptionTime),chemical,1.0,1.0,1.0,225
1D-CNN (InceptionTime),electric,1.0,1.0,1.0,225
1D-CNN (InceptionTime),impulsive,0.9956,1.0,0.9978,225
1D-CNN (InceptionTime),macro_avg,0.9989,0.9989,0.9989,900
1D-CNN (InceptionTime),weighted_avg,0.9989,0.9989,0.9989,900
1D-CNN (InceptionTime),t_no_thrust,224.0,0.0,0.0,1
1D-CNN (InceptionTime),t_chemical,0.0,225.0,0.0,0
1D-CNN (InceptionTime),t_electric,0.0,0.0,225.0,0
1D-CNN (InceptionTime),t_impulsive,0.0,0.0,0.0,225
