Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.2481,0.2889,0.2669,225
Decision Trees (LightGBM),chemical,0.2452,0.1689,0.2,225
Decision Trees (LightGBM),electric,0.2464,0.2311,0.2385,225
Decision Trees (LightGBM),impulsive,0.25,0.3022,0.2736,225
Decision Trees (LightGBM),macro_avg,0.2474,0.2478,0.2448,900
Decision Trees (LightGBM),weighted_avg,0.2474,0.2478,0.2448,900
Decision Trees (LightGBM),t_no_thrust,65.0,39.0,54.0,67
Decision Trees (LightGBM),t_chemical,66.0,38.0,53.0,68
Decision Trees (LightGBM),t_electric,65.0,39.0,52.0,69
Decision Trees (LightGBM),t_impulsive,66.0,39.0,52.0,68
MiniRocket,no_thrust,0.2905,0.2311,0.2574,225
MiniRocket,chemical,0.2936,0.2844,0.2889,225
MiniRocket,electric,0.2791,0.16,0.2034,225
MiniRocket,impulsive,0.3743,0.6222,0.4674,225
MiniRocket,macro_avg,0.3094,0.3244,0.3043,900
MiniRocket,weighted_avg,0.3094,0.3244,0.3043,900
MiniRocket,t_no_thrust,52.0,64.0,36.0,73
MiniRocket,t_chemical,43.0,64.0,35.0,83
MiniRocket,t_electric,49.0,62.0,36.0,78
MiniRocket,t_impulsive,35.0,28.0,22.0,140
LSTM,no_thrust,0.0,0.0,0.0,225
LSTM,chemical,0.0,0.0,0.0,225
LSTM,electric,0.0,0.0,0.0,225
LSTM,impulsive,0.25,1.0,0.4,225
LSTM,macro_avg,0.0625,0.25,0.1,900
LSTM,weighted_avg,0.0625,0.25,0.1,900
LSTM,t_no_thrust,0.0,0.0,0.0,225
LSTM,t_chemical,0.0,0.0,0.0,225
LSTM,t_electric,0.0,0.0,0.0,225
LSTM,t_impulsive,0.0,0.0,0.0,225
Mamba,no_thrust,0.25,0.4444,0.32,225
Mamba,chemical,0.25,0.1111,0.1538,225
Mamba,electric,0.25,0.2711,0.2601,225
Mamba,impulsive,0.25,0.1733,0.2047,225
Mamba,macro_avg,0.25,0.25,0.2347,900
Mamba,weighted_avg,0.25,0.25,0.2347,900
Mamba,t_no_thrust,100.0,25.0,61.0,39
Mamba,t_chemical,100.0,25.0,61.0,39
Mamba,t_electric,100.0,25.0,61.0,39
Mamba,t_impulsive,100.0,25.0,61.0,39
Transformer,no_thrust,0.0,0.0,0.0,225
Transformer,chemical,0.25,0.4533,0.3223,225
Transformer,electric,0.25,0.5467,0.3431,225
Transformer,impulsive,0.0,0.0,0.0,225
Transformer,macro_avg,0.125,0.25,0.1663,900
Transformer,weighted_avg,0.125,0.25,0.1663,900
Transformer,t_no_thrust,0.0,102.0,123.0,0
Transformer,t_chemical,0.0,102.0,123.0,0
Transformer,t_electric,0.0,102.0,123.0,0
Transformer,t_impulsive,0.0,102.0,123.0,0
1D-CNN (InceptionTime),no_thrust,0.0,0.0,0.0,225
1D-CNN (InceptionTime),chemical,0.0,0.0,0.0,225
1D-CNN (InceptionTime),electric,0.25,1.0,0.4,225
1D-CNN (InceptionTime),impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),macro_avg,0.0625,0.25,0.1,900
1D-CNN (InceptionTime),weighted_avg,0.0625,0.25,0.1,900
1D-CNN (InceptionTime),t_no_thrust,0.0,0.0,225.0,0
1D-CNN (InceptionTime),t_chemical,0.0,0.0,225.0,0
1D-CNN (InceptionTime),t_electric,0.0,0.0,225.0,0
1D-CNN (InceptionTime),t_impulsive,0.0,0.0,225.0,0
