Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.9657,1.0,0.9825,225
Decision Trees (LightGBM),chemical,0.9956,0.9956,0.9956,225
Decision Trees (LightGBM),electric,1.0,0.9644,0.9819,225
Decision Trees (LightGBM),impulsive,0.9956,0.9956,0.9956,225
Decision Trees (LightGBM),macro_avg,0.9892,0.9889,0.9889,900
Decision Trees (LightGBM),weighted_avg,0.9892,0.9889,0.9889,900
Decision Trees (LightGBM),t_no_thrust,225.0,0.0,0.0,0
Decision Trees (LightGBM),t_chemical,0.0,224.0,0.0,1
Decision Trees (LightGBM),t_electric,8.0,0.0,217.0,0
Decision Trees (LightGBM),t_impulsive,0.0,1.0,0.0,224
MiniRocket,no_thrust,0.9657,1.0,0.9825,225
MiniRocket,chemical,0.9956,1.0,0.9978,225
MiniRocket,electric,1.0,0.96,0.9796,225
MiniRocket,impulsive,1.0,1.0,1.0,225
MiniRocket,macro_avg,0.9903,0.99,0.99,900
MiniRocket,weighted_avg,0.9903,0.99,0.99,900
MiniRocket,t_no_thrust,225.0,0.0,0.0,0
MiniRocket,t_chemical,0.0,225.0,0.0,0
MiniRocket,t_electric,8.0,1.0,216.0,0
MiniRocket,t_impulsive,0.0,0.0,0.0,225
LSTM,no_thrust,0.9657,1.0,0.9825,225
LSTM,chemical,0.9912,1.0,0.9956,225
LSTM,electric,1.0,0.9644,0.9819,225
LSTM,impulsive,1.0,0.9911,0.9955,225
LSTM,macro_avg,0.9892,0.9889,0.9889,900
LSTM,weighted_avg,0.9892,0.9889,0.9889,900
LSTM,t_no_thrust,225.0,0.0,0.0,0
LSTM,t_chemical,0.0,225.0,0.0,0
LSTM,t_electric,8.0,0.0,217.0,0
LSTM,t_impulsive,0.0,2.0,0.0,223
Mamba,no_thrust,0.9655,0.9956,0.9803,225
Mamba,chemical,0.8649,0.8533,0.8591,225
Mamba,electric,0.9953,0.9511,0.9727,225
Mamba,impulsive,0.8528,0.8756,0.864,225
Mamba,macro_avg,0.9196,0.9189,0.919,900
Mamba,weighted_avg,0.9196,0.9189,0.919,900
Mamba,t_no_thrust,224.0,0.0,1.0,0
Mamba,t_chemical,0.0,192.0,0.0,33
Mamba,t_electric,8.0,2.0,214.0,1
Mamba,t_impulsive,0.0,28.0,0.0,197
Transformer,no_thrust,0.9657,1.0,0.9825,225
Transformer,chemical,1.0,1.0,1.0,225
Transformer,electric,1.0,0.9644,0.9819,225
Transformer,impulsive,1.0,1.0,1.0,225
Transformer,macro_avg,0.9914,0.9911,0.9911,900
Transformer,weighted_avg,0.9914,0.9911,0.9911,900
Transformer,t_no_thrust,225.0,0.0,0.0,0
Transformer,t_chemical,0.0,225.0,0.0,0
Transformer,t_electric,8.0,0.0,217.0,0
Transformer,t_impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),no_thrust,0.9655,0.9956,0.9803,225
1D-CNN (InceptionTime),chemical,0.9179,0.8444,0.8796,225
1D-CNN (InceptionTime),electric,0.9954,0.9644,0.9797,225
1D-CNN (InceptionTime),impulsive,0.856,0.9244,0.8889,225
1D-CNN (InceptionTime),macro_avg,0.9337,0.9322,0.9321,900
1D-CNN (InceptionTime),weighted_avg,0.9337,0.9322,0.9321,900
1D-CNN (InceptionTime),t_no_thrust,224.0,0.0,1.0,0
1D-CNN (InceptionTime),t_chemical,0.0,190.0,0.0,35
1D-CNN (InceptionTime),t_electric,8.0,0.0,217.0,0
1D-CNN (InceptionTime),t_impulsive,0.0,17.0,0.0,208
