Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.9657,1.0,0.9825,225
Decision Trees (LightGBM),chemical,1.0,0.9867,0.9933,225
Decision Trees (LightGBM),electric,1.0,0.9644,0.9819,225
Decision Trees (LightGBM),impulsive,0.9868,1.0,0.9934,225
Decision Trees (LightGBM),macro_avg,0.9881,0.9878,0.9878,900
Decision Trees (LightGBM),weighted_avg,0.9881,0.9878,0.9878,900
Decision Trees (LightGBM),t_no_thrust,225.0,0.0,0.0,0
Decision Trees (LightGBM),t_chemical,0.0,222.0,0.0,3
Decision Trees (LightGBM),t_electric,8.0,0.0,217.0,0
Decision Trees (LightGBM),t_impulsive,0.0,0.0,0.0,225
MiniRocket,no_thrust,0.9657,1.0,0.9825,225
MiniRocket,chemical,1.0,1.0,1.0,225
MiniRocket,electric,1.0,0.9644,0.9819,225
MiniRocket,impulsive,1.0,1.0,1.0,225
MiniRocket,macro_avg,0.9914,0.9911,0.9911,900
MiniRocket,weighted_avg,0.9914,0.9911,0.9911,900
MiniRocket,t_no_thrust,225.0,0.0,0.0,0
MiniRocket,t_chemical,0.0,225.0,0.0,0
MiniRocket,t_electric,8.0,0.0,217.0,0
MiniRocket,t_impulsive,0.0,0.0,0.0,225
LSTM,no_thrust,0.9657,1.0,0.9825,225
LSTM,chemical,1.0,1.0,1.0,225
LSTM,electric,1.0,0.9644,0.9819,225
LSTM,impulsive,1.0,1.0,1.0,225
LSTM,macro_avg,0.9914,0.9911,0.9911,900
LSTM,weighted_avg,0.9914,0.9911,0.9911,900
LSTM,t_no_thrust,225.0,0.0,0.0,0
LSTM,t_chemical,0.0,225.0,0.0,0
LSTM,t_electric,8.0,0.0,217.0,0
LSTM,t_impulsive,0.0,0.0,0.0,225
Mamba,no_thrust,0.9697,0.9956,0.9825,225
Mamba,chemical,0.8504,0.8844,0.8671,225
Mamba,electric,0.9909,0.9644,0.9775,225
Mamba,impulsive,0.8843,0.8489,0.8662,225
Mamba,macro_avg,0.9238,0.9233,0.9233,900
Mamba,weighted_avg,0.9238,0.9233,0.9233,900
Mamba,t_no_thrust,224.0,0.0,1.0,0
Mamba,t_chemical,0.0,199.0,1.0,25
Mamba,t_electric,7.0,1.0,217.0,0
Mamba,t_impulsive,0.0,34.0,0.0,191
Transformer,no_thrust,0.9657,1.0,0.9825,225
Transformer,chemical,1.0,1.0,1.0,225
Transformer,electric,1.0,0.9644,0.9819,225
Transformer,impulsive,1.0,1.0,1.0,225
Transformer,macro_avg,0.9914,0.9911,0.9911,900
Transformer,weighted_avg,0.9914,0.9911,0.9911,900
Transformer,t_no_thrust,225.0,0.0,0.0,0
Transformer,t_chemical,0.0,225.0,0.0,0
Transformer,t_electric,8.0,0.0,217.0,0
Transformer,t_impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),no_thrust,0.9655,0.9956,0.9803,225
1D-CNN (InceptionTime),chemical,0.9406,0.8444,0.8899,225
1D-CNN (InceptionTime),electric,0.9954,0.9644,0.9797,225
1D-CNN (InceptionTime),impulsive,0.8589,0.9467,0.9006,225
1D-CNN (InceptionTime),macro_avg,0.9401,0.9378,0.9376,900
1D-CNN (InceptionTime),weighted_avg,0.9401,0.9378,0.9376,900
1D-CNN (InceptionTime),t_no_thrust,224.0,0.0,1.0,0
1D-CNN (InceptionTime),t_chemical,0.0,190.0,0.0,35
1D-CNN (InceptionTime),t_electric,8.0,0.0,217.0,0
1D-CNN (InceptionTime),t_impulsive,0.0,12.0,0.0,213
