Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.2518,0.3067,0.2766,225
Decision Trees (LightGBM),chemical,0.25,0.1467,0.1849,225
Decision Trees (LightGBM),electric,0.2512,0.2267,0.2383,225
Decision Trees (LightGBM),impulsive,0.2509,0.3244,0.2829,225
Decision Trees (LightGBM),macro_avg,0.251,0.2511,0.2457,900
Decision Trees (LightGBM),weighted_avg,0.251,0.2511,0.2457,900
Decision Trees (LightGBM),t_no_thrust,69.0,33.0,50.0,73
Decision Trees (LightGBM),t_chemical,68.0,33.0,52.0,72
Decision Trees (LightGBM),t_electric,68.0,33.0,51.0,73
Decision Trees (LightGBM),t_impulsive,69.0,33.0,50.0,73
MiniRocket,no_thrust,0.3023,0.2889,0.2955,225
MiniRocket,chemical,0.2961,0.2,0.2387,225
MiniRocket,electric,0.2672,0.1556,0.1966,225
MiniRocket,impulsive,0.3831,0.6844,0.4912,225
MiniRocket,macro_avg,0.3122,0.3322,0.3055,900
MiniRocket,weighted_avg,0.3122,0.3322,0.3055,900
MiniRocket,t_no_thrust,65.0,42.0,36.0,82
MiniRocket,t_chemical,62.0,45.0,35.0,83
MiniRocket,t_electric,64.0,43.0,35.0,83
MiniRocket,t_impulsive,24.0,22.0,25.0,154
LSTM,no_thrust,0.0,0.0,0.0,225
LSTM,chemical,0.25,0.3111,0.2772,225
LSTM,electric,0.0,0.0,0.0,225
LSTM,impulsive,0.25,0.6889,0.3669,225
LSTM,macro_avg,0.125,0.25,0.161,900
LSTM,weighted_avg,0.125,0.25,0.161,900
LSTM,t_no_thrust,0.0,70.0,0.0,155
LSTM,t_chemical,0.0,70.0,0.0,155
LSTM,t_electric,0.0,70.0,0.0,155
LSTM,t_impulsive,0.0,70.0,0.0,155
Mamba,no_thrust,0.25,0.2533,0.2517,225
Mamba,chemical,0.25,0.32,0.2807,225
Mamba,electric,0.25,0.2756,0.2622,225
Mamba,impulsive,0.25,0.1511,0.1884,225
Mamba,macro_avg,0.25,0.25,0.2457,900
Mamba,weighted_avg,0.25,0.25,0.2457,900
Mamba,t_no_thrust,57.0,72.0,62.0,34
Mamba,t_chemical,57.0,72.0,62.0,34
Mamba,t_electric,57.0,72.0,62.0,34
Mamba,t_impulsive,57.0,72.0,62.0,34
Transformer,no_thrust,0.0,0.0,0.0,225
Transformer,chemical,0.0,0.0,0.0,225
Transformer,electric,0.25,1.0,0.4,225
Transformer,impulsive,0.0,0.0,0.0,225
Transformer,macro_avg,0.0625,0.25,0.1,900
Transformer,weighted_avg,0.0625,0.25,0.1,900
Transformer,t_no_thrust,0.0,0.0,225.0,0
Transformer,t_chemical,0.0,0.0,225.0,0
Transformer,t_electric,0.0,0.0,225.0,0
Transformer,t_impulsive,0.0,0.0,225.0,0
1D-CNN (InceptionTime),no_thrust,0.25,0.2844,0.2661,225
1D-CNN (InceptionTime),chemical,0.0,0.0,0.0,225
1D-CNN (InceptionTime),electric,0.25,0.7156,0.3705,225
1D-CNN (InceptionTime),impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),macro_avg,0.125,0.25,0.1592,900
1D-CNN (InceptionTime),weighted_avg,0.125,0.25,0.1592,900
1D-CNN (InceptionTime),t_no_thrust,64.0,0.0,161.0,0
1D-CNN (InceptionTime),t_chemical,64.0,0.0,161.0,0
1D-CNN (InceptionTime),t_electric,64.0,0.0,161.0,0
1D-CNN (InceptionTime),t_impulsive,64.0,0.0,161.0,0
