Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,0.5896,0.7981,0.9323,0.8496,0.1731
LSTM,Joint,2,0.1816,0.857,0.9606,0.9036,0.0853
LSTM,Joint,3,0.084,0.9808,0.9884,0.9844,0.0499
LSTM,Joint,4,0.0551,0.9971,0.9953,0.9962,0.0359
LSTM,Joint,5,0.0384,0.9985,0.9961,0.9973,0.0244
LSTM,Joint,6,0.0555,0.9956,0.9946,0.9951,0.0221
LSTM,Joint,7,0.0312,1.0,0.9968,0.9984,0.0227
LSTM,Joint,8,0.0298,1.0,0.9968,0.9984,0.0307
LSTM,Joint,9,0.0413,1.0,0.9968,0.9984,0.0165
LSTM,Joint,10,0.0266,0.9984,0.9917,0.995,0.0252
LSTM,Joint,11,0.0232,1.0,0.9968,0.9984,0.0133
LSTM,Joint,12,0.0249,1.0,0.9968,0.9984,0.0271
LSTM,Joint,13,0.0232,1.0,0.9968,0.9984,0.0237
LSTM,Joint,14,0.0226,1.0,0.9968,0.9984,0.0263
LSTM,Joint,15,0.0219,1.0,0.9968,0.9984,0.0326
LSTM,Joint,16,0.0573,0.9985,0.9961,0.9973,0.0258
LSTM,Joint,17,0.0216,1.0,0.9968,0.9984,0.0354
LSTM,Joint,18,0.0201,1.0,0.9968,0.9984,0.0218
LSTM,Joint,19,0.0187,1.0,0.9968,0.9984,0.0238
LSTM,Joint,20,0.0184,1.0,0.9968,0.9984,0.0264
LSTM,Joint,21,0.0164,1.0,0.9968,0.9984,0.0309
LSTM,Stage1,1,0.1923,0.9979,0.9932,0.9955,0.0409
LSTM,Stage1,2,0.0464,1.0,0.9932,0.9966,0.0171
LSTM,Stage1,3,0.0374,1.0,0.9932,0.9966,0.0133
LSTM,Stage1,4,0.0376,0.9987,0.9932,0.9959,0.0359
LSTM,Stage1,5,0.0347,1.0,0.9932,0.9966,0.0319
LSTM,Stage1,6,0.0345,1.0,0.9932,0.9966,0.0142
LSTM,Stage1,7,0.0313,1.0,0.9932,0.9966,0.0151
LSTM,Stage1,8,0.0286,1.0,0.9932,0.9966,0.0215
LSTM,Stage1,9,0.027,1.0,0.9932,0.9966,0.0113
LSTM,Stage1,10,0.0255,0.9869,0.994,0.9904,0.0267
LSTM,Stage1,11,0.0254,1.0,0.9932,0.9966,0.0117
LSTM,Stage1,12,0.0224,1.0,0.9932,0.9966,0.016
LSTM,Stage1,13,0.0247,1.0,0.9932,0.9966,0.0176
LSTM,Stage1,14,0.0201,1.0,0.9932,0.9966,0.0142
LSTM,Stage1,15,0.0198,1.0,0.9932,0.9966,0.0125
LSTM,Stage1,16,0.0158,1.0,0.9932,0.9966,0.0146
LSTM,Stage1,17,0.0158,0.9881,0.9962,0.9921,0.0176
LSTM,Stage1,18,0.0151,0.9996,0.9932,0.9964,0.0144
LSTM,Stage1,19,0.0158,0.9983,0.9936,0.9959,0.0143
LSTM,Stage2,1,0.599,0.7539,0.811,0.7769,0.3933
LSTM,Stage2,2,0.3081,0.8926,0.9283,0.9008,0.2107
LSTM,Stage2,3,0.2046,0.906,0.9435,0.9189,0.1451
LSTM,Stage2,4,0.1309,0.9605,0.9761,0.9674,0.0713
LSTM,Stage2,5,0.0622,0.9845,0.992,0.988,0.0338
LSTM,Stage2,6,0.0373,0.9914,0.9973,0.9943,0.0177
LSTM,Stage2,7,0.0198,1.0,1.0,1.0,0.0066
LSTM,Stage2,8,0.0087,1.0,1.0,1.0,0.0049
LSTM,Stage2,9,0.0052,0.9996,0.9985,0.9991,0.0052
LSTM,Stage2,10,0.0471,1.0,1.0,1.0,0.0079
LSTM,Stage2,11,0.0065,1.0,1.0,1.0,0.0028
LSTM,Stage2,12,0.0037,1.0,1.0,1.0,0.0019
LSTM,Stage2,13,0.0026,0.9996,0.9985,0.9991,0.0038
LSTM,Stage2,14,0.0025,0.9986,0.9996,0.9991,0.002
LSTM,Stage2,15,0.0021,1.0,1.0,1.0,0.0012
LSTM,Stage2,16,0.0017,1.0,1.0,1.0,0.0009
LSTM,Stage2,17,0.0149,0.9492,0.9731,0.9597,0.1089
LSTM,Stage2,18,0.0361,1.0,1.0,1.0,0.0015
LSTM,Stage2,19,0.0018,1.0,1.0,1.0,0.001
LSTM,Stage2,20,0.0012,1.0,1.0,1.0,0.0008
LSTM,Stage2,21,0.0009,1.0,1.0,1.0,0.0006
LSTM,Stage2,22,0.0008,1.0,1.0,1.0,0.0006
LSTM,Stage2,23,0.0006,1.0,1.0,1.0,0.0004
LSTM,Stage2,24,0.0005,1.0,1.0,1.0,0.0003
LSTM,Stage2,25,0.0004,1.0,1.0,1.0,0.0003
LSTM,Stage2,26,0.0003,1.0,1.0,1.0,0.0002
LSTM,Stage2,27,0.0003,1.0,1.0,1.0,0.0002
LSTM,Stage2,28,0.0002,1.0,1.0,1.0,0.0001
LSTM,Stage2,29,0.0002,1.0,1.0,1.0,0.0001
LSTM,Stage2,30,0.0002,1.0,1.0,1.0,0.0001
LSTM,Stage2,31,0.0001,1.0,1.0,1.0,0.0001
LSTM,Stage2,32,0.0001,1.0,1.0,1.0,0.0001
LSTM,Stage2,33,0.0001,1.0,1.0,1.0,0.0001
LSTM,Stage2,34,0.0001,1.0,1.0,1.0,0.0001
LSTM,Stage2,35,0.0001,1.0,1.0,1.0,0.0
LSTM,Stage2,36,0.0001,1.0,1.0,1.0,0.0
LSTM,Stage2,37,0.0001,1.0,1.0,1.0,0.0
LSTM,Stage2,38,0.0,1.0,1.0,1.0,0.0
LSTM,Stage2,39,0.0,1.0,1.0,1.0,0.0
LSTM,Stage2,40,0.0,1.0,1.0,1.0,0.0
LSTM,Stage2,41,0.0,1.0,1.0,1.0,0.0
LSTM,Stage2,42,0.0,1.0,1.0,1.0,0.0
LSTM,Stage2,43,0.0,1.0,1.0,1.0,0.0
LSTM,Stage2,44,0.0,1.0,1.0,1.0,0.0
LSTM,Stage2,45,0.0,1.0,1.0,1.0,0.0
LSTM,Stage2,46,0.0,1.0,1.0,1.0,0.0
LSTM,Stage2,47,0.0,1.0,1.0,1.0,0.0
LSTM,Stage2,48,0.0,1.0,1.0,1.0,0.0
LSTM,Stage2,49,0.0,1.0,1.0,1.0,0.0
LSTM,Stage2,50,0.0,1.0,1.0,1.0,0.0
LSTM,Stage2,51,0.0,1.0,1.0,1.0,0.0
LSTM,Stage2,52,0.0,1.0,1.0,1.0,0.0
LSTM,Stage2,53,0.0,1.0,1.0,1.0,0.0
LSTM,Stage2,54,0.0,1.0,1.0,1.0,0.0
LSTM,Stage2,55,0.0,1.0,1.0,1.0,0.0
LSTM,Stage2,56,0.0,1.0,1.0,1.0,0.0
LSTM,Stage2,57,0.0,1.0,1.0,1.0,0.0
LSTM,Stage2,58,0.0,1.0,1.0,1.0,0.0
LSTM,Stage2,59,0.0,1.0,1.0,1.0,0.0
LSTM,Stage2,60,0.0,1.0,1.0,1.0,0.0
LSTM,Stage2,61,0.0,1.0,1.0,1.0,0.0
LSTM,Stage2,62,0.0,1.0,1.0,1.0,0.0
LSTM,Stage2,63,0.0,1.0,1.0,1.0,0.0
LSTM,Stage2,64,0.0,1.0,1.0,1.0,0.0
LSTM,Stage2,65,0.0,1.0,1.0,1.0,0.0
LSTM,Stage2,66,0.0,1.0,1.0,1.0,0.0
