Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.2653,0.52,0.3514,225
Decision Trees (LightGBM),chemical,0.4684,0.3956,0.4289,225
Decision Trees (LightGBM),electric,0.2812,0.2,0.2338,225
Decision Trees (LightGBM),impulsive,0.2661,0.1289,0.1737,225
Decision Trees (LightGBM),macro_avg,0.3203,0.3111,0.2969,900
Decision Trees (LightGBM),weighted_avg,0.3203,0.3111,0.2969,900
Decision Trees (LightGBM),t_no_thrust,117.0,33.0,46.0,29
Decision Trees (LightGBM),t_chemical,86.0,89.0,26.0,24
Decision Trees (LightGBM),t_electric,118.0,35.0,45.0,27
Decision Trees (LightGBM),t_impulsive,120.0,33.0,43.0,29
MiniRocket,no_thrust,0.3154,0.3911,0.3492,225
MiniRocket,chemical,0.4195,0.7067,0.5265,225
MiniRocket,electric,0.2717,0.1111,0.1577,225
MiniRocket,impulsive,0.28,0.1867,0.224,225
MiniRocket,macro_avg,0.3217,0.3489,0.3144,900
MiniRocket,weighted_avg,0.3217,0.3489,0.3144,900
MiniRocket,t_no_thrust,88.0,69.0,26.0,42
MiniRocket,t_chemical,31.0,159.0,10.0,25
MiniRocket,t_electric,83.0,76.0,25.0,41
MiniRocket,t_impulsive,77.0,75.0,31.0,42
LSTM,no_thrust,0.0,0.0,0.0,225
LSTM,chemical,0.2628,0.3867,0.3129,225
LSTM,electric,0.0,0.0,0.0,225
LSTM,impulsive,0.2513,0.6356,0.3602,225
LSTM,macro_avg,0.1285,0.2556,0.1683,900
LSTM,weighted_avg,0.1285,0.2556,0.1683,900
LSTM,t_no_thrust,0.0,81.0,0.0,144
LSTM,t_chemical,0.0,87.0,0.0,138
LSTM,t_electric,0.0,81.0,0.0,144
LSTM,t_impulsive,0.0,82.0,0.0,143
Mamba,no_thrust,0.2524,0.3556,0.2952,225
Mamba,chemical,0.2692,0.4356,0.3328,225
Mamba,electric,0.2644,0.1022,0.1474,225
Mamba,impulsive,0.2576,0.1511,0.1905,225
Mamba,macro_avg,0.2609,0.2611,0.2415,900
Mamba,weighted_avg,0.2609,0.2611,0.2415,900
Mamba,t_no_thrust,80.0,89.0,23.0,33
Mamba,t_chemical,77.0,98.0,18.0,32
Mamba,t_electric,80.0,89.0,23.0,33
Mamba,t_impulsive,80.0,88.0,23.0,34
Transformer,no_thrust,0.0,0.0,0.0,225
Transformer,chemical,0.25,1.0,0.4,225
Transformer,electric,0.0,0.0,0.0,225
Transformer,impulsive,0.0,0.0,0.0,225
Transformer,macro_avg,0.0625,0.25,0.1,900
Transformer,weighted_avg,0.0625,0.25,0.1,900
Transformer,t_no_thrust,0.0,225.0,0.0,0
Transformer,t_chemical,0.0,225.0,0.0,0
Transformer,t_electric,0.0,225.0,0.0,0
Transformer,t_impulsive,0.0,225.0,0.0,0
1D-CNN (InceptionTime),no_thrust,0.0,0.0,0.0,225
1D-CNN (InceptionTime),chemical,0.0,0.0,0.0,225
1D-CNN (InceptionTime),electric,0.25,1.0,0.4,225
1D-CNN (InceptionTime),impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),macro_avg,0.0625,0.25,0.1,900
1D-CNN (InceptionTime),weighted_avg,0.0625,0.25,0.1,900
1D-CNN (InceptionTime),t_no_thrust,0.0,0.0,225.0,0
1D-CNN (InceptionTime),t_chemical,0.0,0.0,225.0,0
1D-CNN (InceptionTime),t_electric,0.0,0.0,225.0,0
1D-CNN (InceptionTime),t_impulsive,0.0,0.0,225.0,0
