Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.2762,0.4222,0.3339,225
Decision Trees (LightGBM),chemical,0.4048,0.4533,0.4277,225
Decision Trees (LightGBM),electric,0.2614,0.2044,0.2294,225
Decision Trees (LightGBM),impulsive,0.2812,0.16,0.204,225
Decision Trees (LightGBM),macro_avg,0.3059,0.31,0.2987,900
Decision Trees (LightGBM),weighted_avg,0.3059,0.31,0.2987,900
Decision Trees (LightGBM),t_no_thrust,95.0,49.0,47.0,34
Decision Trees (LightGBM),t_chemical,61.0,102.0,38.0,24
Decision Trees (LightGBM),t_electric,94.0,51.0,46.0,34
Decision Trees (LightGBM),t_impulsive,94.0,50.0,45.0,36
MiniRocket,no_thrust,0.2936,0.2844,0.2889,225
MiniRocket,chemical,0.3795,0.7422,0.5023,225
MiniRocket,electric,0.304,0.1689,0.2171,225
MiniRocket,impulsive,0.2735,0.1422,0.1871,225
MiniRocket,macro_avg,0.3127,0.3344,0.2989,900
MiniRocket,weighted_avg,0.3127,0.3344,0.2989,900
MiniRocket,t_no_thrust,64.0,89.0,37.0,35
MiniRocket,t_chemical,27.0,167.0,13.0,18
MiniRocket,t_electric,63.0,92.0,38.0,32
MiniRocket,t_impulsive,64.0,92.0,37.0,32
LSTM,no_thrust,0.0,0.0,0.0,225
LSTM,chemical,0.2658,0.1867,0.2193,225
LSTM,electric,0.0,0.0,0.0,225
LSTM,impulsive,0.252,0.8311,0.3868,225
LSTM,macro_avg,0.1295,0.2544,0.1515,900
LSTM,weighted_avg,0.1295,0.2544,0.1515,900
LSTM,t_no_thrust,0.0,39.0,0.0,186
LSTM,t_chemical,0.0,42.0,0.0,183
LSTM,t_electric,0.0,39.0,0.0,186
LSTM,t_impulsive,0.0,38.0,0.0,187
Mamba,no_thrust,0.2538,0.2933,0.2722,225
Mamba,chemical,0.2669,0.3689,0.3097,225
Mamba,electric,0.2509,0.3067,0.276,225
Mamba,impulsive,0.2593,0.0622,0.1004,225
Mamba,macro_avg,0.2577,0.2578,0.2396,900
Mamba,weighted_avg,0.2577,0.2578,0.2396,900
Mamba,t_no_thrust,66.0,76.0,69.0,14
Mamba,t_chemical,62.0,83.0,68.0,12
Mamba,t_electric,66.0,76.0,69.0,14
Mamba,t_impulsive,66.0,76.0,69.0,14
Transformer,no_thrust,0.0,0.0,0.0,225
Transformer,chemical,0.25,1.0,0.4,225
Transformer,electric,0.0,0.0,0.0,225
Transformer,impulsive,0.0,0.0,0.0,225
Transformer,macro_avg,0.0625,0.25,0.1,900
Transformer,weighted_avg,0.0625,0.25,0.1,900
Transformer,t_no_thrust,0.0,225.0,0.0,0
Transformer,t_chemical,0.0,225.0,0.0,0
Transformer,t_electric,0.0,225.0,0.0,0
Transformer,t_impulsive,0.0,225.0,0.0,0
1D-CNN (InceptionTime),no_thrust,0.25,0.0044,0.0087,225
1D-CNN (InceptionTime),chemical,0.0,0.0,0.0,225
1D-CNN (InceptionTime),electric,0.25,0.04,0.069,225
1D-CNN (InceptionTime),impulsive,0.25,0.9556,0.3963,225
1D-CNN (InceptionTime),macro_avg,0.1875,0.25,0.1185,900
1D-CNN (InceptionTime),weighted_avg,0.1875,0.25,0.1185,900
1D-CNN (InceptionTime),t_no_thrust,1.0,0.0,9.0,215
1D-CNN (InceptionTime),t_chemical,1.0,0.0,9.0,215
1D-CNN (InceptionTime),t_electric,1.0,0.0,9.0,215
1D-CNN (InceptionTime),t_impulsive,1.0,0.0,9.0,215
