Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.7092,0.8889,0.789,225
Decision Trees (LightGBM),chemical,0.9615,1.0,0.9804,225
Decision Trees (LightGBM),electric,0.4975,0.4489,0.472,225
Decision Trees (LightGBM),impulsive,0.6188,0.4978,0.5517,225
Decision Trees (LightGBM),macro_avg,0.6968,0.7089,0.6983,900
Decision Trees (LightGBM),weighted_avg,0.6968,0.7089,0.6983,900
Decision Trees (LightGBM),t_no_thrust,200.0,0.0,15.0,10
Decision Trees (LightGBM),t_chemical,0.0,225.0,0.0,0
Decision Trees (LightGBM),t_electric,65.0,0.0,101.0,59
Decision Trees (LightGBM),t_impulsive,17.0,9.0,87.0,112
MiniRocket,no_thrust,0.9657,1.0,0.9825,225
MiniRocket,chemical,1.0,1.0,1.0,225
MiniRocket,electric,1.0,1.0,1.0,225
MiniRocket,impulsive,1.0,0.9644,0.9819,225
MiniRocket,macro_avg,0.9914,0.9911,0.9911,900
MiniRocket,weighted_avg,0.9914,0.9911,0.9911,900
MiniRocket,t_no_thrust,225.0,0.0,0.0,0
MiniRocket,t_chemical,0.0,225.0,0.0,0
MiniRocket,t_electric,0.0,0.0,225.0,0
MiniRocket,t_impulsive,8.0,0.0,0.0,217
LSTM,no_thrust,0.343,0.5244,0.4148,225
LSTM,chemical,0.8275,0.9378,0.8792,225
LSTM,electric,0.2778,0.1111,0.1587,225
LSTM,impulsive,0.3318,0.3111,0.3211,225
LSTM,macro_avg,0.445,0.4711,0.4434,900
LSTM,weighted_avg,0.445,0.4711,0.4434,900
LSTM,t_no_thrust,118.0,11.0,29.0,67
LSTM,t_chemical,4.0,211.0,6.0,4
LSTM,t_electric,117.0,13.0,25.0,70
LSTM,t_impulsive,105.0,20.0,30.0,70
Mamba,no_thrust,0.6787,0.8356,0.749,225
Mamba,chemical,0.9782,0.9956,0.9868,225
Mamba,electric,0.6065,0.4178,0.4947,225
Mamba,impulsive,0.6695,0.7111,0.6897,225
Mamba,macro_avg,0.7332,0.74,0.73,900
Mamba,weighted_avg,0.7332,0.74,0.73,900
Mamba,t_no_thrust,188.0,1.0,23.0,13
Mamba,t_chemical,0.0,224.0,0.0,1
Mamba,t_electric,64.0,2.0,94.0,65
Mamba,t_impulsive,25.0,2.0,38.0,160
Transformer,no_thrust,0.9956,1.0,0.9978,225
Transformer,chemical,1.0,0.9956,0.9978,225
Transformer,electric,0.9956,0.9956,0.9956,225
Transformer,impulsive,0.9911,0.9911,0.9911,225
Transformer,macro_avg,0.9956,0.9956,0.9956,900
Transformer,weighted_avg,0.9956,0.9956,0.9956,900
Transformer,t_no_thrust,225.0,0.0,0.0,0
Transformer,t_chemical,0.0,224.0,0.0,1
Transformer,t_electric,0.0,0.0,224.0,1
Transformer,t_impulsive,1.0,0.0,1.0,223
1D-CNN (InceptionTime),no_thrust,0.9912,1.0,0.9956,225
1D-CNN (InceptionTime),chemical,1.0,1.0,1.0,225
1D-CNN (InceptionTime),electric,1.0,1.0,1.0,225
1D-CNN (InceptionTime),impulsive,1.0,0.9911,0.9955,225
1D-CNN (InceptionTime),macro_avg,0.9978,0.9978,0.9978,900
1D-CNN (InceptionTime),weighted_avg,0.9978,0.9978,0.9978,900
1D-CNN (InceptionTime),t_no_thrust,225.0,0.0,0.0,0
1D-CNN (InceptionTime),t_chemical,0.0,225.0,0.0,0
1D-CNN (InceptionTime),t_electric,0.0,0.0,225.0,0
1D-CNN (InceptionTime),t_impulsive,2.0,0.0,0.0,223
