Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.2797,0.5022,0.3593,225
Decision Trees (LightGBM),chemical,0.4263,0.4756,0.4496,225
Decision Trees (LightGBM),electric,0.2749,0.2089,0.2374,225
Decision Trees (LightGBM),impulsive,0.2703,0.0889,0.1338,225
Decision Trees (LightGBM),macro_avg,0.3128,0.3189,0.295,900
Decision Trees (LightGBM),weighted_avg,0.3128,0.3189,0.295,900
Decision Trees (LightGBM),t_no_thrust,113.0,46.0,48.0,18
Decision Trees (LightGBM),t_chemical,70.0,107.0,29.0,19
Decision Trees (LightGBM),t_electric,111.0,50.0,47.0,17
Decision Trees (LightGBM),t_impulsive,110.0,48.0,47.0,20
MiniRocket,no_thrust,0.3065,0.3378,0.3214,225
MiniRocket,chemical,0.4229,0.7556,0.5423,225
MiniRocket,electric,0.2816,0.1289,0.1768,225
MiniRocket,impulsive,0.2925,0.1911,0.2312,225
MiniRocket,macro_avg,0.3259,0.3533,0.3179,900
MiniRocket,weighted_avg,0.3259,0.3533,0.3179,900
MiniRocket,t_no_thrust,76.0,76.0,29.0,44
MiniRocket,t_chemical,23.0,170.0,13.0,19
MiniRocket,t_electric,78.0,77.0,29.0,41
MiniRocket,t_impulsive,71.0,79.0,32.0,43
LSTM,no_thrust,0.0,0.0,0.0,225
LSTM,chemical,0.0,0.0,0.0,225
LSTM,electric,0.25,0.0089,0.0172,225
LSTM,impulsive,0.25,0.9911,0.3993,225
LSTM,macro_avg,0.125,0.25,0.1041,900
LSTM,weighted_avg,0.125,0.25,0.1041,900
LSTM,t_no_thrust,0.0,0.0,2.0,223
LSTM,t_chemical,0.0,0.0,2.0,223
LSTM,t_electric,0.0,0.0,2.0,223
LSTM,t_impulsive,0.0,0.0,2.0,223
Mamba,no_thrust,0.2517,0.16,0.1957,225
Mamba,chemical,0.2518,0.4667,0.3271,225
Mamba,electric,0.25,0.1733,0.2047,225
Mamba,impulsive,0.25,0.2044,0.2249,225
Mamba,macro_avg,0.2509,0.2511,0.2381,900
Mamba,weighted_avg,0.2509,0.2511,0.2381,900
Mamba,t_no_thrust,36.0,104.0,39.0,46
Mamba,t_chemical,35.0,105.0,39.0,46
Mamba,t_electric,36.0,104.0,39.0,46
Mamba,t_impulsive,36.0,104.0,39.0,46
Transformer,no_thrust,0.0,0.0,0.0,225
Transformer,chemical,0.0,0.0,0.0,225
Transformer,electric,0.0,0.0,0.0,225
Transformer,impulsive,0.25,1.0,0.4,225
Transformer,macro_avg,0.0625,0.25,0.1,900
Transformer,weighted_avg,0.0625,0.25,0.1,900
Transformer,t_no_thrust,0.0,0.0,0.0,225
Transformer,t_chemical,0.0,0.0,0.0,225
Transformer,t_electric,0.0,0.0,0.0,225
Transformer,t_impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),no_thrust,0.0,0.0,0.0,225
1D-CNN (InceptionTime),chemical,0.253,0.2844,0.2678,225
1D-CNN (InceptionTime),electric,0.0,0.0,0.0,225
1D-CNN (InceptionTime),impulsive,0.2504,0.72,0.3716,225
1D-CNN (InceptionTime),macro_avg,0.1258,0.2511,0.1598,900
1D-CNN (InceptionTime),weighted_avg,0.1258,0.2511,0.1598,900
1D-CNN (InceptionTime),t_no_thrust,0.0,63.0,0.0,162
1D-CNN (InceptionTime),t_chemical,0.0,64.0,0.0,161
1D-CNN (InceptionTime),t_electric,0.0,63.0,0.0,162
1D-CNN (InceptionTime),t_impulsive,0.0,63.0,0.0,162
