Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.8521,0.9733,0.9087,225
Decision Trees (LightGBM),chemical,0.5798,0.3067,0.4012,225
Decision Trees (LightGBM),electric,0.7397,0.7956,0.7666,225
Decision Trees (LightGBM),impulsive,0.6312,0.7911,0.7022,225
Decision Trees (LightGBM),macro_avg,0.7007,0.7167,0.6947,900
Decision Trees (LightGBM),weighted_avg,0.7007,0.7167,0.6947,900
Decision Trees (LightGBM),t_no_thrust,219.0,0.0,6.0,0
Decision Trees (LightGBM),t_chemical,1.0,69.0,52.0,103
Decision Trees (LightGBM),t_electric,37.0,8.0,179.0,1
Decision Trees (LightGBM),t_impulsive,0.0,42.0,5.0,178
MiniRocket,no_thrust,0.9868,1.0,0.9934,225
MiniRocket,chemical,0.9956,1.0,0.9978,225
MiniRocket,electric,1.0,0.9822,0.991,225
MiniRocket,impulsive,1.0,1.0,1.0,225
MiniRocket,macro_avg,0.9956,0.9956,0.9955,900
MiniRocket,weighted_avg,0.9956,0.9956,0.9955,900
MiniRocket,t_no_thrust,225.0,0.0,0.0,0
MiniRocket,t_chemical,0.0,225.0,0.0,0
MiniRocket,t_electric,3.0,1.0,221.0,0
MiniRocket,t_impulsive,0.0,0.0,0.0,225
LSTM,no_thrust,0.7924,0.8311,0.8113,225
LSTM,chemical,0.7581,0.6267,0.6861,225
LSTM,electric,0.8164,0.7511,0.7824,225
LSTM,impulsive,0.6863,0.8267,0.75,225
LSTM,macro_avg,0.7633,0.7589,0.7575,900
LSTM,weighted_avg,0.7633,0.7589,0.7575,900
LSTM,t_no_thrust,187.0,7.0,17.0,14
LSTM,t_chemical,12.0,141.0,16.0,56
LSTM,t_electric,29.0,12.0,169.0,15
LSTM,t_impulsive,8.0,26.0,5.0,186
Mamba,no_thrust,0.9772,0.9511,0.964,225
Mamba,chemical,0.4952,0.4622,0.4782,225
Mamba,electric,0.8097,0.8133,0.8115,225
Mamba,impulsive,0.6,0.6533,0.6255,225
Mamba,macro_avg,0.7205,0.72,0.7198,900
Mamba,weighted_avg,0.7205,0.72,0.7198,900
Mamba,t_no_thrust,214.0,0.0,10.0,1
Mamba,t_chemical,0.0,104.0,31.0,90
Mamba,t_electric,5.0,30.0,183.0,7
Mamba,t_impulsive,0.0,76.0,2.0,147
Transformer,no_thrust,0.9825,1.0,0.9912,225
Transformer,chemical,0.8121,0.5378,0.6471,225
Transformer,electric,0.9483,0.9778,0.9628,225
Transformer,impulsive,0.6828,0.88,0.7689,225
Transformer,macro_avg,0.8564,0.8489,0.8425,900
Transformer,weighted_avg,0.8564,0.8489,0.8425,900
Transformer,t_no_thrust,225.0,0.0,0.0,0
Transformer,t_chemical,0.0,121.0,12.0,92
Transformer,t_electric,4.0,1.0,220.0,0
Transformer,t_impulsive,0.0,27.0,0.0,198
1D-CNN (InceptionTime),no_thrust,0.9657,1.0,0.9825,225
1D-CNN (InceptionTime),chemical,0.9912,0.9956,0.9933,225
1D-CNN (InceptionTime),electric,1.0,0.9822,0.991,225
1D-CNN (InceptionTime),impulsive,0.9955,0.9733,0.9843,225
1D-CNN (InceptionTime),macro_avg,0.9881,0.9878,0.9878,900
1D-CNN (InceptionTime),weighted_avg,0.9881,0.9878,0.9878,900
1D-CNN (InceptionTime),t_no_thrust,225.0,0.0,0.0,0
1D-CNN (InceptionTime),t_chemical,0.0,224.0,0.0,1
1D-CNN (InceptionTime),t_electric,4.0,0.0,221.0,0
1D-CNN (InceptionTime),t_impulsive,4.0,2.0,0.0,219
