Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.2468,0.2533,0.25,225
Decision Trees (LightGBM),chemical,0.2477,0.24,0.2438,225
Decision Trees (LightGBM),electric,0.2432,0.28,0.2603,225
Decision Trees (LightGBM),impulsive,0.2396,0.2044,0.2206,225
Decision Trees (LightGBM),macro_avg,0.2443,0.2444,0.2437,900
Decision Trees (LightGBM),weighted_avg,0.2443,0.2444,0.2437,900
Decision Trees (LightGBM),t_no_thrust,57.0,53.0,65.0,50
Decision Trees (LightGBM),t_chemical,58.0,54.0,66.0,47
Decision Trees (LightGBM),t_electric,57.0,56.0,63.0,49
Decision Trees (LightGBM),t_impulsive,59.0,55.0,65.0,46
MiniRocket,no_thrust,0.3858,0.2178,0.2784,225
MiniRocket,chemical,0.4397,0.68,0.534,225
MiniRocket,electric,0.3796,0.2311,0.2873,225
MiniRocket,impulsive,0.5278,0.6756,0.5926,225
MiniRocket,macro_avg,0.4332,0.4511,0.4231,900
MiniRocket,weighted_avg,0.4332,0.4511,0.4231,900
MiniRocket,t_no_thrust,49.0,72.0,53.0,51
MiniRocket,t_chemical,24.0,153.0,17.0,31
MiniRocket,t_electric,47.0,72.0,52.0,54
MiniRocket,t_impulsive,7.0,51.0,15.0,152
LSTM,no_thrust,0.0,0.0,0.0,225
LSTM,chemical,0.25,0.3067,0.2754,225
LSTM,electric,0.0,0.0,0.0,225
LSTM,impulsive,0.25,0.6933,0.3675,225
LSTM,macro_avg,0.125,0.25,0.1607,900
LSTM,weighted_avg,0.125,0.25,0.1607,900
LSTM,t_no_thrust,0.0,69.0,0.0,156
LSTM,t_chemical,0.0,69.0,0.0,156
LSTM,t_electric,0.0,69.0,0.0,156
LSTM,t_impulsive,0.0,69.0,0.0,156
Mamba,no_thrust,0.25,0.2622,0.256,225
Mamba,chemical,0.25,0.3067,0.2754,225
Mamba,electric,0.25,0.2933,0.2699,225
Mamba,impulsive,0.25,0.1378,0.1777,225
Mamba,macro_avg,0.25,0.25,0.2448,900
Mamba,weighted_avg,0.25,0.25,0.2448,900
Mamba,t_no_thrust,59.0,69.0,66.0,31
Mamba,t_chemical,59.0,69.0,66.0,31
Mamba,t_electric,59.0,69.0,66.0,31
Mamba,t_impulsive,59.0,69.0,66.0,31
Transformer,no_thrust,0.0,0.0,0.0,225
Transformer,chemical,0.0,0.0,0.0,225
Transformer,electric,0.0,0.0,0.0,225
Transformer,impulsive,0.25,1.0,0.4,225
Transformer,macro_avg,0.0625,0.25,0.1,900
Transformer,weighted_avg,0.0625,0.25,0.1,900
Transformer,t_no_thrust,0.0,0.0,0.0,225
Transformer,t_chemical,0.0,0.0,0.0,225
Transformer,t_electric,0.0,0.0,0.0,225
Transformer,t_impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),no_thrust,0.0,0.0,0.0,225
1D-CNN (InceptionTime),chemical,0.0,0.0,0.0,225
1D-CNN (InceptionTime),electric,0.25,0.3289,0.2841,225
1D-CNN (InceptionTime),impulsive,0.25,0.6711,0.3643,225
1D-CNN (InceptionTime),macro_avg,0.125,0.25,0.1621,900
1D-CNN (InceptionTime),weighted_avg,0.125,0.25,0.1621,900
1D-CNN (InceptionTime),t_no_thrust,0.0,0.0,74.0,151
1D-CNN (InceptionTime),t_chemical,0.0,0.0,74.0,151
1D-CNN (InceptionTime),t_electric,0.0,0.0,74.0,151
1D-CNN (InceptionTime),t_impulsive,0.0,0.0,74.0,151
