Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.2479,0.2667,0.257,225
Decision Trees (LightGBM),chemical,0.2591,0.2533,0.2562,225
Decision Trees (LightGBM),electric,0.254,0.2133,0.2319,225
Decision Trees (LightGBM),impulsive,0.253,0.28,0.2658,225
Decision Trees (LightGBM),macro_avg,0.2535,0.2533,0.2527,900
Decision Trees (LightGBM),weighted_avg,0.2535,0.2533,0.2527,900
Decision Trees (LightGBM),t_no_thrust,60.0,55.0,47.0,63
Decision Trees (LightGBM),t_chemical,61.0,57.0,46.0,61
Decision Trees (LightGBM),t_electric,60.0,55.0,48.0,62
Decision Trees (LightGBM),t_impulsive,61.0,53.0,48.0,63
MiniRocket,no_thrust,0.3906,0.4444,0.4158,225
MiniRocket,chemical,0.5459,0.4489,0.4927,225
MiniRocket,electric,0.39,0.3467,0.3671,225
MiniRocket,impulsive,0.7529,0.8667,0.8058,225
MiniRocket,macro_avg,0.5199,0.5267,0.5203,900
MiniRocket,weighted_avg,0.5199,0.5267,0.5203,900
MiniRocket,t_no_thrust,100.0,34.0,72.0,19
MiniRocket,t_chemical,56.0,101.0,41.0,27
MiniRocket,t_electric,94.0,35.0,78.0,18
MiniRocket,t_impulsive,6.0,15.0,9.0,195
LSTM,no_thrust,0.0,0.0,0.0,225
LSTM,chemical,0.0,0.0,0.0,225
LSTM,electric,0.0,0.0,0.0,225
LSTM,impulsive,0.25,1.0,0.4,225
LSTM,macro_avg,0.0625,0.25,0.1,900
LSTM,weighted_avg,0.0625,0.25,0.1,900
LSTM,t_no_thrust,0.0,0.0,0.0,225
LSTM,t_chemical,0.0,0.0,0.0,225
LSTM,t_electric,0.0,0.0,0.0,225
LSTM,t_impulsive,0.0,0.0,0.0,225
Mamba,no_thrust,0.25,0.2667,0.2581,225
Mamba,chemical,0.25,0.2267,0.2378,225
Mamba,electric,0.25,0.3733,0.2995,225
Mamba,impulsive,0.25,0.1333,0.1739,225
Mamba,macro_avg,0.25,0.25,0.2423,900
Mamba,weighted_avg,0.25,0.25,0.2423,900
Mamba,t_no_thrust,60.0,51.0,84.0,30
Mamba,t_chemical,60.0,51.0,84.0,30
Mamba,t_electric,60.0,51.0,84.0,30
Mamba,t_impulsive,60.0,51.0,84.0,30
Transformer,no_thrust,0.0,0.0,0.0,225
Transformer,chemical,0.0,0.0,0.0,225
Transformer,electric,0.25,1.0,0.4,225
Transformer,impulsive,0.0,0.0,0.0,225
Transformer,macro_avg,0.0625,0.25,0.1,900
Transformer,weighted_avg,0.0625,0.25,0.1,900
Transformer,t_no_thrust,0.0,0.0,225.0,0
Transformer,t_chemical,0.0,0.0,225.0,0
Transformer,t_electric,0.0,0.0,225.0,0
Transformer,t_impulsive,0.0,0.0,225.0,0
1D-CNN (InceptionTime),no_thrust,0.25,0.4444,0.32,225
1D-CNN (InceptionTime),chemical,0.25,0.2178,0.2328,225
1D-CNN (InceptionTime),electric,0.25,0.3378,0.2873,225
1D-CNN (InceptionTime),impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),macro_avg,0.1875,0.25,0.21,900
1D-CNN (InceptionTime),weighted_avg,0.1875,0.25,0.21,900
1D-CNN (InceptionTime),t_no_thrust,100.0,49.0,76.0,0
1D-CNN (InceptionTime),t_chemical,100.0,49.0,76.0,0
1D-CNN (InceptionTime),t_electric,100.0,49.0,76.0,0
1D-CNN (InceptionTime),t_impulsive,100.0,49.0,76.0,0
