Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.8577,0.9911,0.9196,225
Decision Trees (LightGBM),chemical,0.5606,0.3289,0.4146,225
Decision Trees (LightGBM),electric,0.728,0.8089,0.7663,225
Decision Trees (LightGBM),impulsive,0.6318,0.7244,0.6749,225
Decision Trees (LightGBM),macro_avg,0.6945,0.7133,0.6939,900
Decision Trees (LightGBM),weighted_avg,0.6945,0.7133,0.6939,900
Decision Trees (LightGBM),t_no_thrust,223.0,0.0,2.0,0
Decision Trees (LightGBM),t_chemical,4.0,74.0,58.0,89
Decision Trees (LightGBM),t_electric,33.0,4.0,182.0,6
Decision Trees (LightGBM),t_impulsive,0.0,54.0,8.0,163
MiniRocket,no_thrust,0.9825,1.0,0.9912,225
MiniRocket,chemical,1.0,1.0,1.0,225
MiniRocket,electric,1.0,0.9822,0.991,225
MiniRocket,impulsive,1.0,1.0,1.0,225
MiniRocket,macro_avg,0.9956,0.9956,0.9956,900
MiniRocket,weighted_avg,0.9956,0.9956,0.9956,900
MiniRocket,t_no_thrust,225.0,0.0,0.0,0
MiniRocket,t_chemical,0.0,225.0,0.0,0
MiniRocket,t_electric,4.0,0.0,221.0,0
MiniRocket,t_impulsive,0.0,0.0,0.0,225
LSTM,no_thrust,0.974,1.0,0.9868,225
LSTM,chemical,0.9956,1.0,0.9978,225
LSTM,electric,1.0,0.9689,0.9842,225
LSTM,impulsive,1.0,1.0,1.0,225
LSTM,macro_avg,0.9924,0.9922,0.9922,900
LSTM,weighted_avg,0.9924,0.9922,0.9922,900
LSTM,t_no_thrust,225.0,0.0,0.0,0
LSTM,t_chemical,0.0,225.0,0.0,0
LSTM,t_electric,6.0,1.0,218.0,0
LSTM,t_impulsive,0.0,0.0,0.0,225
Mamba,no_thrust,0.9777,0.9733,0.9755,225
Mamba,chemical,0.486,0.4622,0.4738,225
Mamba,electric,0.816,0.9067,0.8589,225
Mamba,impulsive,0.6132,0.5778,0.595,225
Mamba,macro_avg,0.7232,0.73,0.7258,900
Mamba,weighted_avg,0.7232,0.73,0.7258,900
Mamba,t_no_thrust,219.0,1.0,5.0,0
Mamba,t_chemical,0.0,104.0,40.0,81
Mamba,t_electric,5.0,15.0,204.0,1
Mamba,t_impulsive,0.0,94.0,1.0,130
Transformer,no_thrust,0.9825,1.0,0.9912,225
Transformer,chemical,0.859,0.2978,0.4422,225
Transformer,electric,0.8571,0.9333,0.8936,225
Transformer,impulsive,0.6466,1.0,0.7853,225
Transformer,macro_avg,0.8363,0.8078,0.7781,900
Transformer,weighted_avg,0.8363,0.8078,0.7781,900
Transformer,t_no_thrust,225.0,0.0,0.0,0
Transformer,t_chemical,0.0,67.0,35.0,123
Transformer,t_electric,4.0,11.0,210.0,0
Transformer,t_impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),no_thrust,0.973,0.96,0.9664,225
1D-CNN (InceptionTime),chemical,0.9956,1.0,0.9978,225
1D-CNN (InceptionTime),electric,0.9607,0.9778,0.9692,225
1D-CNN (InceptionTime),impulsive,1.0,0.9911,0.9955,225
1D-CNN (InceptionTime),macro_avg,0.9823,0.9822,0.9822,900
1D-CNN (InceptionTime),weighted_avg,0.9823,0.9822,0.9822,900
1D-CNN (InceptionTime),t_no_thrust,216.0,0.0,9.0,0
1D-CNN (InceptionTime),t_chemical,0.0,225.0,0.0,0
1D-CNN (InceptionTime),t_electric,4.0,1.0,220.0,0
1D-CNN (InceptionTime),t_impulsive,2.0,0.0,0.0,223
