Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,0.3692,0.8849,0.9831,0.9278,0.0626
LSTM,Joint,2,0.0592,0.8422,0.9819,0.9038,0.0659
LSTM,Joint,3,0.0347,0.97,0.9885,0.9789,0.0323
LSTM,Joint,4,0.0219,0.987,0.9912,0.989,0.0179
LSTM,Joint,5,0.0269,0.9806,0.9835,0.9819,0.044
LSTM,Joint,6,0.0181,0.9635,0.9904,0.9766,0.0289
LSTM,Joint,7,0.019,0.9847,0.9901,0.9873,0.0251
LSTM,Joint,8,0.0128,0.9853,0.9918,0.9885,0.0215
LSTM,Joint,9,0.0126,0.9863,0.9926,0.9894,0.02
LSTM,Joint,10,0.0112,0.9815,0.9903,0.9858,0.0319
LSTM,Joint,11,0.0098,0.9867,0.9946,0.9906,0.0172
LSTM,Joint,12,0.0079,0.9878,0.9947,0.9912,0.0176
LSTM,Joint,13,0.0078,0.9866,0.9966,0.9916,0.0127
LSTM,Joint,14,0.009,0.9865,0.9918,0.9891,0.0271
LSTM,Joint,15,0.0159,0.9859,0.9933,0.9895,0.0168
LSTM,Joint,16,0.0081,0.9866,0.9943,0.9904,0.0147
LSTM,Joint,17,0.0073,0.9863,0.9931,0.9896,0.0174
LSTM,Joint,18,0.0167,0.9865,0.9944,0.9904,0.0189
LSTM,Joint,19,0.0078,0.9859,0.9958,0.9908,0.0144
LSTM,Joint,20,0.0062,0.9868,0.9956,0.9911,0.0147
LSTM,Joint,21,0.0056,0.9892,0.9941,0.9916,0.0219
LSTM,Joint,22,0.0054,0.986,0.9965,0.9912,0.0198
LSTM,Joint,23,0.0052,0.9849,0.9961,0.9905,0.0203
LSTM,Stage1,1,0.1102,0.9931,0.9733,0.9831,0.0491
LSTM,Stage1,2,0.0479,0.9968,0.9749,0.9858,0.0454
LSTM,Stage1,3,0.0427,0.9968,0.9749,0.9857,0.0392
LSTM,Stage1,4,0.0364,0.9793,0.9775,0.9784,0.0367
LSTM,Stage1,5,0.0318,0.9956,0.9743,0.9848,0.0356
LSTM,Stage1,6,0.0275,0.9958,0.9815,0.9886,0.0274
LSTM,Stage1,7,0.0241,0.9969,0.9808,0.9888,0.026
LSTM,Stage1,8,0.0227,0.9977,0.9816,0.9895,0.0243
LSTM,Stage1,9,0.0235,0.9995,0.9806,0.99,0.0244
LSTM,Stage1,10,0.0232,0.9953,0.9802,0.9877,0.0275
LSTM,Stage1,11,0.0274,0.9996,0.9796,0.9895,0.0269
LSTM,Stage1,12,0.0222,0.9991,0.9797,0.9893,0.0279
LSTM,Stage1,13,0.0187,0.9998,0.9797,0.9896,0.0263
LSTM,Stage1,14,0.0186,0.9998,0.9797,0.9896,0.0308
LSTM,Stage1,15,0.0172,0.9996,0.9799,0.9897,0.0253
LSTM,Stage1,16,0.0147,0.9995,0.9797,0.9895,0.0251
LSTM,Stage1,17,0.0127,0.9845,0.9833,0.9839,0.0295
LSTM,Stage1,18,0.0147,0.986,0.9812,0.9836,0.0285
LSTM,Stage2,1,0.3083,0.8217,0.9804,0.8765,0.109
LSTM,Stage2,2,0.0529,0.757,0.9666,0.8305,0.1855
LSTM,Stage2,3,0.0291,0.9111,0.9956,0.9478,0.02
LSTM,Stage2,4,0.0182,0.9652,0.9968,0.9804,0.0172
LSTM,Stage2,5,0.0069,0.9919,0.9959,0.9939,0.0197
LSTM,Stage2,6,0.0249,0.9905,0.9975,0.9939,0.0134
LSTM,Stage2,7,0.0151,0.9892,0.9972,0.9931,0.0166
LSTM,Stage2,8,0.0064,0.9952,0.9987,0.9969,0.0088
