Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.6434,0.6978,0.6695,225
Decision Trees (LightGBM),chemical,0.7869,0.4267,0.5533,225
Decision Trees (LightGBM),electric,0.4613,0.6089,0.5249,225
Decision Trees (LightGBM),impulsive,0.9325,0.9822,0.9567,225
Decision Trees (LightGBM),macro_avg,0.706,0.6789,0.6761,900
Decision Trees (LightGBM),weighted_avg,0.706,0.6789,0.6761,900
Decision Trees (LightGBM),t_no_thrust,157.0,2.0,66.0,0
Decision Trees (LightGBM),t_chemical,20.0,96.0,94.0,15
Decision Trees (LightGBM),t_electric,67.0,20.0,137.0,1
Decision Trees (LightGBM),t_impulsive,0.0,4.0,0.0,221
MiniRocket,no_thrust,0.9783,1.0,0.989,225
MiniRocket,chemical,1.0,0.9956,0.9978,225
MiniRocket,electric,1.0,0.9778,0.9888,225
MiniRocket,impulsive,0.9956,1.0,0.9978,225
MiniRocket,macro_avg,0.9935,0.9933,0.9933,900
MiniRocket,weighted_avg,0.9935,0.9933,0.9933,900
MiniRocket,t_no_thrust,225.0,0.0,0.0,0
MiniRocket,t_chemical,0.0,224.0,0.0,1
MiniRocket,t_electric,5.0,0.0,220.0,0
MiniRocket,t_impulsive,0.0,0.0,0.0,225
LSTM,no_thrust,0.9693,0.9822,0.9757,225
LSTM,chemical,0.9686,0.96,0.9643,225
LSTM,electric,0.9559,0.9644,0.9602,225
LSTM,impulsive,0.991,0.9778,0.9843,225
LSTM,macro_avg,0.9712,0.9711,0.9711,900
LSTM,weighted_avg,0.9712,0.9711,0.9711,900
LSTM,t_no_thrust,221.0,1.0,3.0,0
LSTM,t_chemical,2.0,216.0,5.0,2
LSTM,t_electric,5.0,3.0,217.0,0
LSTM,t_impulsive,0.0,3.0,2.0,220
Mamba,no_thrust,0.9339,0.9422,0.9381,225
Mamba,chemical,0.8974,0.7778,0.8333,225
Mamba,electric,0.8143,0.8578,0.8355,225
Mamba,impulsive,0.917,0.9822,0.9485,225
Mamba,macro_avg,0.8907,0.89,0.8888,900
Mamba,weighted_avg,0.8907,0.89,0.8888,900
Mamba,t_no_thrust,212.0,0.0,10.0,3
Mamba,t_chemical,2.0,175.0,34.0,14
Mamba,t_electric,13.0,16.0,193.0,3
Mamba,t_impulsive,0.0,4.0,0.0,221
Transformer,no_thrust,0.9783,1.0,0.989,225
Transformer,chemical,0.9261,0.8356,0.8785,225
Transformer,electric,0.8471,0.9111,0.8779,225
Transformer,impulsive,1.0,1.0,1.0,225
Transformer,macro_avg,0.9379,0.9367,0.9364,900
Transformer,weighted_avg,0.9379,0.9367,0.9364,900
Transformer,t_no_thrust,225.0,0.0,0.0,0
Transformer,t_chemical,0.0,188.0,37.0,0
Transformer,t_electric,5.0,15.0,205.0,0
Transformer,t_impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),no_thrust,0.974,1.0,0.9868,225
1D-CNN (InceptionTime),chemical,0.991,0.9822,0.9866,225
1D-CNN (InceptionTime),electric,1.0,0.9689,0.9842,225
1D-CNN (InceptionTime),impulsive,0.9868,1.0,0.9934,225
1D-CNN (InceptionTime),macro_avg,0.988,0.9878,0.9878,900
1D-CNN (InceptionTime),weighted_avg,0.988,0.9878,0.9878,900
1D-CNN (InceptionTime),t_no_thrust,225.0,0.0,0.0,0
1D-CNN (InceptionTime),t_chemical,1.0,221.0,0.0,3
1D-CNN (InceptionTime),t_electric,5.0,2.0,218.0,0
1D-CNN (InceptionTime),t_impulsive,0.0,0.0,0.0,225
