Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.6209,0.5822,0.6009,225
Decision Trees (LightGBM),chemical,0.7593,0.3644,0.4925,225
Decision Trees (LightGBM),electric,0.4277,0.6578,0.5184,225
Decision Trees (LightGBM),impulsive,0.9362,0.9778,0.9565,225
Decision Trees (LightGBM),macro_avg,0.686,0.6456,0.6421,900
Decision Trees (LightGBM),weighted_avg,0.686,0.6456,0.6421,900
Decision Trees (LightGBM),t_no_thrust,131.0,0.0,94.0,0
Decision Trees (LightGBM),t_chemical,24.0,82.0,104.0,15
Decision Trees (LightGBM),t_electric,56.0,21.0,148.0,0
Decision Trees (LightGBM),t_impulsive,0.0,5.0,0.0,220
MiniRocket,no_thrust,0.9912,1.0,0.9956,225
MiniRocket,chemical,1.0,0.9956,0.9978,225
MiniRocket,electric,1.0,0.9956,0.9978,225
MiniRocket,impulsive,1.0,1.0,1.0,225
MiniRocket,macro_avg,0.9978,0.9978,0.9978,900
MiniRocket,weighted_avg,0.9978,0.9978,0.9978,900
MiniRocket,t_no_thrust,225.0,0.0,0.0,0
MiniRocket,t_chemical,1.0,224.0,0.0,0
MiniRocket,t_electric,1.0,0.0,224.0,0
MiniRocket,t_impulsive,0.0,0.0,0.0,225
LSTM,no_thrust,0.9652,0.9867,0.9758,225
LSTM,chemical,0.9722,0.9333,0.9524,225
LSTM,electric,0.9654,0.9911,0.9781,225
LSTM,impulsive,0.991,0.9822,0.9866,225
LSTM,macro_avg,0.9735,0.9733,0.9732,900
LSTM,weighted_avg,0.9735,0.9733,0.9732,900
LSTM,t_no_thrust,222.0,1.0,2.0,0
LSTM,t_chemical,7.0,210.0,6.0,2
LSTM,t_electric,1.0,1.0,223.0,0
LSTM,t_impulsive,0.0,4.0,0.0,221
Mamba,no_thrust,0.8889,0.96,0.9231,225
Mamba,chemical,0.8211,0.7956,0.8081,225
Mamba,electric,0.7952,0.7422,0.7678,225
Mamba,impulsive,0.9694,0.9867,0.978,225
Mamba,macro_avg,0.8687,0.8711,0.8692,900
Mamba,weighted_avg,0.8687,0.8711,0.8692,900
Mamba,t_no_thrust,216.0,2.0,7.0,0
Mamba,t_chemical,3.0,179.0,36.0,7
Mamba,t_electric,24.0,34.0,167.0,0
Mamba,t_impulsive,0.0,3.0,0.0,222
Transformer,no_thrust,0.9956,1.0,0.9978,225
Transformer,chemical,0.9492,0.8311,0.8863,225
Transformer,electric,0.8492,0.9511,0.8973,225
Transformer,impulsive,1.0,1.0,1.0,225
Transformer,macro_avg,0.9485,0.9456,0.9453,900
Transformer,weighted_avg,0.9485,0.9456,0.9453,900
Transformer,t_no_thrust,225.0,0.0,0.0,0
Transformer,t_chemical,0.0,187.0,38.0,0
Transformer,t_electric,1.0,10.0,214.0,0
Transformer,t_impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),no_thrust,0.9868,1.0,0.9934,225
1D-CNN (InceptionTime),chemical,1.0,0.9867,0.9933,225
1D-CNN (InceptionTime),electric,0.9956,0.9956,0.9956,225
1D-CNN (InceptionTime),impulsive,1.0,1.0,1.0,225
1D-CNN (InceptionTime),macro_avg,0.9956,0.9956,0.9956,900
1D-CNN (InceptionTime),weighted_avg,0.9956,0.9956,0.9956,900
1D-CNN (InceptionTime),t_no_thrust,225.0,0.0,0.0,0
1D-CNN (InceptionTime),t_chemical,2.0,222.0,1.0,0
1D-CNN (InceptionTime),t_electric,1.0,0.0,224.0,0
1D-CNN (InceptionTime),t_impulsive,0.0,0.0,0.0,225
