Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.6209,0.5822,0.6009,225
Decision Trees (LightGBM),chemical,0.8381,0.3911,0.5333,225
Decision Trees (LightGBM),electric,0.4708,0.7156,0.5679,225
Decision Trees (LightGBM),impulsive,0.905,0.9733,0.9379,225
Decision Trees (LightGBM),macro_avg,0.7087,0.6656,0.66,900
Decision Trees (LightGBM),weighted_avg,0.7087,0.6656,0.66,900
Decision Trees (LightGBM),t_no_thrust,131.0,2.0,92.0,0
Decision Trees (LightGBM),t_chemical,26.0,88.0,88.0,23
Decision Trees (LightGBM),t_electric,54.0,10.0,161.0,0
Decision Trees (LightGBM),t_impulsive,0.0,5.0,1.0,219
MiniRocket,no_thrust,0.974,1.0,0.9868,225
MiniRocket,chemical,1.0,1.0,1.0,225
MiniRocket,electric,1.0,0.9733,0.9865,225
MiniRocket,impulsive,1.0,1.0,1.0,225
MiniRocket,macro_avg,0.9935,0.9933,0.9933,900
MiniRocket,weighted_avg,0.9935,0.9933,0.9933,900
MiniRocket,t_no_thrust,225.0,0.0,0.0,0
MiniRocket,t_chemical,0.0,225.0,0.0,0
MiniRocket,t_electric,6.0,0.0,219.0,0
MiniRocket,t_impulsive,0.0,0.0,0.0,225
LSTM,no_thrust,0.961,0.9867,0.9737,225
LSTM,chemical,0.9685,0.9556,0.962,225
LSTM,electric,0.9552,0.9467,0.9509,225
LSTM,impulsive,1.0,0.9956,0.9978,225
LSTM,macro_avg,0.9712,0.9711,0.9711,900
LSTM,weighted_avg,0.9712,0.9711,0.9711,900
LSTM,t_no_thrust,222.0,0.0,3.0,0
LSTM,t_chemical,3.0,215.0,7.0,0
LSTM,t_electric,6.0,6.0,213.0,0
LSTM,t_impulsive,0.0,1.0,0.0,224
Mamba,no_thrust,0.8816,0.96,0.9191,225
Mamba,chemical,0.8916,0.8044,0.8458,225
Mamba,electric,0.8153,0.8044,0.8098,225
Mamba,impulsive,0.9696,0.9911,0.9802,225
Mamba,macro_avg,0.8895,0.89,0.8888,900
Mamba,weighted_avg,0.8895,0.89,0.8888,900
Mamba,t_no_thrust,216.0,0.0,9.0,0
Mamba,t_chemical,5.0,181.0,32.0,7
Mamba,t_electric,24.0,20.0,181.0,0
Mamba,t_impulsive,0.0,2.0,0.0,223
Transformer,no_thrust,0.974,1.0,0.9868,225
Transformer,chemical,0.8865,0.9022,0.8943,225
Transformer,electric,0.8977,0.8578,0.8773,225
Transformer,impulsive,1.0,1.0,1.0,225
Transformer,macro_avg,0.9395,0.94,0.9396,900
Transformer,weighted_avg,0.9395,0.94,0.9396,900
Transformer,t_no_thrust,225.0,0.0,0.0,0
Transformer,t_chemical,0.0,203.0,22.0,0
Transformer,t_electric,6.0,26.0,193.0,0
Transformer,t_impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),no_thrust,0.974,1.0,0.9868,225
1D-CNN (InceptionTime),chemical,1.0,0.9956,0.9978,225
1D-CNN (InceptionTime),electric,1.0,0.9733,0.9865,225
1D-CNN (InceptionTime),impulsive,0.9956,1.0,0.9978,225
1D-CNN (InceptionTime),macro_avg,0.9924,0.9922,0.9922,900
1D-CNN (InceptionTime),weighted_avg,0.9924,0.9922,0.9922,900
1D-CNN (InceptionTime),t_no_thrust,225.0,0.0,0.0,0
1D-CNN (InceptionTime),t_chemical,0.0,224.0,0.0,1
1D-CNN (InceptionTime),t_electric,6.0,0.0,219.0,0
1D-CNN (InceptionTime),t_impulsive,0.0,0.0,0.0,225
