Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.2491,0.3244,0.2819,225
Decision Trees (LightGBM),chemical,0.25,0.16,0.1951,225
Decision Trees (LightGBM),electric,0.25,0.24,0.2449,225
Decision Trees (LightGBM),impulsive,0.2551,0.28,0.2669,225
Decision Trees (LightGBM),macro_avg,0.2511,0.2511,0.2472,900
Decision Trees (LightGBM),weighted_avg,0.2511,0.2511,0.2472,900
Decision Trees (LightGBM),t_no_thrust,73.0,36.0,55.0,61
Decision Trees (LightGBM),t_chemical,74.0,36.0,53.0,62
Decision Trees (LightGBM),t_electric,74.0,36.0,54.0,61
Decision Trees (LightGBM),t_impulsive,72.0,36.0,54.0,63
MiniRocket,no_thrust,0.3866,0.4089,0.3974,225
MiniRocket,chemical,0.4353,0.5378,0.4811,225
MiniRocket,electric,0.3554,0.1911,0.2486,225
MiniRocket,impulsive,0.6958,0.8133,0.75,225
MiniRocket,macro_avg,0.4682,0.4878,0.4693,900
MiniRocket,weighted_avg,0.4682,0.4878,0.4693,900
MiniRocket,t_no_thrust,92.0,66.0,47.0,20
MiniRocket,t_chemical,40.0,121.0,26.0,38
MiniRocket,t_electric,89.0,71.0,43.0,22
MiniRocket,t_impulsive,17.0,20.0,5.0,183
LSTM,no_thrust,0.0,0.0,0.0,225
LSTM,chemical,0.2509,0.32,0.2812,225
LSTM,electric,0.0,0.0,0.0,225
LSTM,impulsive,0.2512,0.6844,0.3675,225
LSTM,macro_avg,0.1255,0.2511,0.1622,900
LSTM,weighted_avg,0.1255,0.2511,0.1622,900
LSTM,t_no_thrust,0.0,72.0,0.0,153
LSTM,t_chemical,0.0,72.0,0.0,153
LSTM,t_electric,0.0,72.0,0.0,153
LSTM,t_impulsive,0.0,71.0,0.0,154
Mamba,no_thrust,0.25,0.2622,0.256,225
Mamba,chemical,0.25,0.3156,0.279,225
Mamba,electric,0.25,0.28,0.2642,225
Mamba,impulsive,0.25,0.1422,0.1813,225
Mamba,macro_avg,0.25,0.25,0.2451,900
Mamba,weighted_avg,0.25,0.25,0.2451,900
Mamba,t_no_thrust,59.0,71.0,63.0,32
Mamba,t_chemical,59.0,71.0,63.0,32
Mamba,t_electric,59.0,71.0,63.0,32
Mamba,t_impulsive,59.0,71.0,63.0,32
Transformer,no_thrust,0.0,0.0,0.0,225
Transformer,chemical,0.0,0.0,0.0,225
Transformer,electric,0.25,1.0,0.4,225
Transformer,impulsive,0.0,0.0,0.0,225
Transformer,macro_avg,0.0625,0.25,0.1,900
Transformer,weighted_avg,0.0625,0.25,0.1,900
Transformer,t_no_thrust,0.0,0.0,225.0,0
Transformer,t_chemical,0.0,0.0,225.0,0
Transformer,t_electric,0.0,0.0,225.0,0
Transformer,t_impulsive,0.0,0.0,225.0,0
1D-CNN (InceptionTime),no_thrust,0.25,0.7156,0.3705,225
1D-CNN (InceptionTime),chemical,0.0,0.0,0.0,225
1D-CNN (InceptionTime),electric,0.25,0.2844,0.2661,225
1D-CNN (InceptionTime),impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),macro_avg,0.125,0.25,0.1592,900
1D-CNN (InceptionTime),weighted_avg,0.125,0.25,0.1592,900
1D-CNN (InceptionTime),t_no_thrust,161.0,0.0,64.0,0
1D-CNN (InceptionTime),t_chemical,161.0,0.0,64.0,0
1D-CNN (InceptionTime),t_electric,161.0,0.0,64.0,0
1D-CNN (InceptionTime),t_impulsive,161.0,0.0,64.0,0
