Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.2478,0.2533,0.2505,225
Decision Trees (LightGBM),chemical,0.2487,0.2089,0.2271,225
Decision Trees (LightGBM),electric,0.2527,0.2044,0.226,225
Decision Trees (LightGBM),impulsive,0.2475,0.3289,0.2824,225
Decision Trees (LightGBM),macro_avg,0.2492,0.2489,0.2465,900
Decision Trees (LightGBM),weighted_avg,0.2492,0.2489,0.2465,900
Decision Trees (LightGBM),t_no_thrust,57.0,47.0,46.0,75
Decision Trees (LightGBM),t_chemical,57.0,47.0,46.0,75
Decision Trees (LightGBM),t_electric,57.0,47.0,46.0,75
Decision Trees (LightGBM),t_impulsive,59.0,48.0,44.0,74
MiniRocket,no_thrust,0.3784,0.4978,0.4299,225
MiniRocket,chemical,0.3917,0.3778,0.3846,225
MiniRocket,electric,0.3846,0.2,0.2632,225
MiniRocket,impulsive,0.6667,0.8,0.7273,225
MiniRocket,macro_avg,0.4553,0.4689,0.4512,900
MiniRocket,weighted_avg,0.4553,0.4689,0.4512,900
MiniRocket,t_no_thrust,112.0,57.0,39.0,17
MiniRocket,t_chemical,57.0,85.0,27.0,56
MiniRocket,t_electric,102.0,61.0,45.0,17
MiniRocket,t_impulsive,25.0,14.0,6.0,180
LSTM,no_thrust,0.0,0.0,0.0,225
LSTM,chemical,0.0,0.0,0.0,225
LSTM,electric,0.0,0.0,0.0,225
LSTM,impulsive,0.25,1.0,0.4,225
LSTM,macro_avg,0.0625,0.25,0.1,900
LSTM,weighted_avg,0.0625,0.25,0.1,900
LSTM,t_no_thrust,0.0,0.0,0.0,225
LSTM,t_chemical,0.0,0.0,0.0,225
LSTM,t_electric,0.0,0.0,0.0,225
LSTM,t_impulsive,0.0,0.0,0.0,225
Mamba,no_thrust,0.25,0.44,0.3188,225
Mamba,chemical,0.25,0.1156,0.1581,225
Mamba,electric,0.25,0.2711,0.2601,225
Mamba,impulsive,0.25,0.1733,0.2047,225
Mamba,macro_avg,0.25,0.25,0.2354,900
Mamba,weighted_avg,0.25,0.25,0.2354,900
Mamba,t_no_thrust,99.0,26.0,61.0,39
Mamba,t_chemical,99.0,26.0,61.0,39
Mamba,t_electric,99.0,26.0,61.0,39
Mamba,t_impulsive,99.0,26.0,61.0,39
Transformer,no_thrust,0.0,0.0,0.0,225
Transformer,chemical,0.25,0.4267,0.3153,225
Transformer,electric,0.25,0.5733,0.3482,225
Transformer,impulsive,0.0,0.0,0.0,225
Transformer,macro_avg,0.125,0.25,0.1659,900
Transformer,weighted_avg,0.125,0.25,0.1659,900
Transformer,t_no_thrust,0.0,96.0,129.0,0
Transformer,t_chemical,0.0,96.0,129.0,0
Transformer,t_electric,0.0,96.0,129.0,0
Transformer,t_impulsive,0.0,96.0,129.0,0
1D-CNN (InceptionTime),no_thrust,0.0,0.0,0.0,225
1D-CNN (InceptionTime),chemical,0.25,0.3422,0.2889,225
1D-CNN (InceptionTime),electric,0.25,0.6578,0.3623,225
1D-CNN (InceptionTime),impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),macro_avg,0.125,0.25,0.1628,900
1D-CNN (InceptionTime),weighted_avg,0.125,0.25,0.1628,900
1D-CNN (InceptionTime),t_no_thrust,0.0,77.0,148.0,0
1D-CNN (InceptionTime),t_chemical,0.0,77.0,148.0,0
1D-CNN (InceptionTime),t_electric,0.0,77.0,148.0,0
1D-CNN (InceptionTime),t_impulsive,0.0,77.0,148.0,0
