Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,0.4353,0.8065,0.994,0.8889,0.1012
LSTM,Joint,2,0.0932,0.8422,0.9976,0.906,0.1254
LSTM,Joint,3,0.0657,0.9369,0.9831,0.959,0.0754
LSTM,Joint,4,0.0828,0.8498,0.9537,0.8974,0.1675
LSTM,Joint,5,0.1204,0.9551,0.9315,0.9423,0.1313
LSTM,Joint,6,0.091,0.9313,0.967,0.9487,0.0914
LSTM,Joint,7,0.0604,0.9207,0.9917,0.9533,0.0608
LSTM,Joint,8,0.0515,0.9289,0.993,0.9587,0.0518
LSTM,Joint,9,0.0499,0.9106,0.9939,0.9482,0.0738
LSTM,Joint,10,0.045,0.9337,0.9931,0.9614,0.0476
LSTM,Joint,11,0.0426,0.9305,0.9949,0.9603,0.0459
LSTM,Joint,12,0.0423,0.9287,0.9972,0.9602,0.0393
LSTM,Joint,13,0.0393,0.9464,0.9934,0.9687,0.0364
LSTM,Joint,14,0.0549,0.9389,0.9933,0.9644,0.0419
LSTM,Joint,15,0.0398,0.9293,0.9964,0.9597,0.0428
LSTM,Joint,16,0.0412,0.9495,0.9942,0.9705,0.038
LSTM,Joint,17,0.038,0.9468,0.9946,0.969,0.0419
LSTM,Joint,18,0.0413,0.9534,0.9925,0.9719,0.0388
LSTM,Joint,19,0.0333,0.9189,0.9981,0.9534,0.0617
LSTM,Joint,20,0.0332,0.9586,0.9925,0.9747,0.0358
LSTM,Joint,21,0.0296,0.9611,0.9912,0.9755,0.0376
LSTM,Joint,22,0.0295,0.9554,0.9964,0.9746,0.0315
LSTM,Joint,23,0.0278,0.9578,0.9951,0.9754,0.0309
LSTM,Joint,24,0.0273,0.9591,0.9953,0.9763,0.0304
LSTM,Joint,25,0.0267,0.9603,0.9928,0.9758,0.0334
LSTM,Joint,26,0.0263,0.9566,0.9941,0.9743,0.0365
LSTM,Joint,27,0.0271,0.9559,0.9948,0.9742,0.0363
LSTM,Joint,28,0.0251,0.9623,0.99,0.9756,0.0411
LSTM,Joint,29,0.0245,0.9623,0.9908,0.976,0.0412
LSTM,Joint,30,0.0234,0.9553,0.9957,0.9743,0.0343
LSTM,Joint,31,0.0225,0.9655,0.9904,0.9775,0.0403
LSTM,Joint,32,0.0224,0.9613,0.9949,0.9773,0.0299
LSTM,Joint,33,0.0223,0.966,0.9923,0.9787,0.03
LSTM,Joint,34,0.0211,0.9666,0.991,0.9784,0.0412
LSTM,Joint,35,0.0212,0.9632,0.9931,0.9775,0.0348
LSTM,Joint,36,0.0204,0.964,0.9921,0.9775,0.0388
LSTM,Joint,37,0.0209,0.9601,0.993,0.9758,0.0434
LSTM,Joint,38,0.0205,0.9627,0.9935,0.9774,0.0358
LSTM,Joint,39,0.0194,0.9676,0.9911,0.979,0.0367
LSTM,Joint,40,0.0186,0.9652,0.9919,0.9781,0.0372
LSTM,Joint,41,0.0186,0.9682,0.9901,0.9788,0.0374
LSTM,Joint,42,0.0181,0.966,0.9918,0.9785,0.0363
LSTM,Stage1,1,0.3621,0.8072,0.9179,0.859,0.1847
LSTM,Stage1,2,0.2031,0.8294,0.976,0.8967,0.0967
LSTM,Stage1,3,0.1536,0.8079,0.9786,0.8851,0.0985
LSTM,Stage1,4,0.118,0.8346,0.9828,0.9027,0.0767
LSTM,Stage1,5,0.133,0.8227,0.9621,0.887,0.1028
