Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.7248,0.96,0.826,225
Decision Trees (LightGBM),chemical,0.9912,1.0,0.9956,225
Decision Trees (LightGBM),electric,1.0,0.9956,0.9978,225
Decision Trees (LightGBM),impulsive,0.9338,0.6267,0.75,225
Decision Trees (LightGBM),macro_avg,0.9124,0.8956,0.8923,900
Decision Trees (LightGBM),weighted_avg,0.9124,0.8956,0.8923,900
Decision Trees (LightGBM),t_no_thrust,216.0,0.0,0.0,9
Decision Trees (LightGBM),t_chemical,0.0,225.0,0.0,0
Decision Trees (LightGBM),t_electric,0.0,0.0,224.0,1
Decision Trees (LightGBM),t_impulsive,82.0,2.0,0.0,141
MiniRocket,no_thrust,1.0,1.0,1.0,225
MiniRocket,chemical,1.0,1.0,1.0,225
MiniRocket,electric,1.0,1.0,1.0,225
MiniRocket,impulsive,1.0,1.0,1.0,225
MiniRocket,macro_avg,1.0,1.0,1.0,900
MiniRocket,weighted_avg,1.0,1.0,1.0,900
MiniRocket,t_no_thrust,225.0,0.0,0.0,0
MiniRocket,t_chemical,0.0,225.0,0.0,0
MiniRocket,t_electric,0.0,0.0,225.0,0
MiniRocket,t_impulsive,0.0,0.0,0.0,225
LSTM,no_thrust,1.0,1.0,1.0,225
LSTM,chemical,1.0,1.0,1.0,225
LSTM,electric,1.0,1.0,1.0,225
LSTM,impulsive,1.0,1.0,1.0,225
LSTM,macro_avg,1.0,1.0,1.0,900
LSTM,weighted_avg,1.0,1.0,1.0,900
LSTM,t_no_thrust,225.0,0.0,0.0,0
LSTM,t_chemical,0.0,225.0,0.0,0
LSTM,t_electric,0.0,0.0,225.0,0
LSTM,t_impulsive,0.0,0.0,0.0,225
Mamba,no_thrust,1.0,1.0,1.0,225
Mamba,chemical,0.9825,0.9956,0.989,225
Mamba,electric,0.9955,0.9822,0.9888,225
Mamba,impulsive,1.0,1.0,1.0,225
Mamba,macro_avg,0.9945,0.9944,0.9944,900
Mamba,weighted_avg,0.9945,0.9944,0.9944,900
Mamba,t_no_thrust,225.0,0.0,0.0,0
Mamba,t_chemical,0.0,224.0,1.0,0
Mamba,t_electric,0.0,4.0,221.0,0
Mamba,t_impulsive,0.0,0.0,0.0,225
Transformer,no_thrust,1.0,1.0,1.0,225
Transformer,chemical,1.0,1.0,1.0,225
Transformer,electric,1.0,1.0,1.0,225
Transformer,impulsive,1.0,1.0,1.0,225
Transformer,macro_avg,1.0,1.0,1.0,900
Transformer,weighted_avg,1.0,1.0,1.0,900
Transformer,t_no_thrust,225.0,0.0,0.0,0
Transformer,t_chemical,0.0,225.0,0.0,0
Transformer,t_electric,0.0,0.0,225.0,0
Transformer,t_impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),no_thrust,1.0,1.0,1.0,225
1D-CNN (InceptionTime),chemical,0.9825,0.9956,0.989,225
1D-CNN (InceptionTime),electric,0.9955,0.9822,0.9888,225
1D-CNN (InceptionTime),impulsive,1.0,1.0,1.0,225
1D-CNN (InceptionTime),macro_avg,0.9945,0.9944,0.9944,900
1D-CNN (InceptionTime),weighted_avg,0.9945,0.9944,0.9944,900
1D-CNN (InceptionTime),t_no_thrust,225.0,0.0,0.0,0
1D-CNN (InceptionTime),t_chemical,0.0,224.0,1.0,0
1D-CNN (InceptionTime),t_electric,0.0,4.0,221.0,0
1D-CNN (InceptionTime),t_impulsive,0.0,0.0,0.0,225
