Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.2545,0.2533,0.2539,225
Decision Trees (LightGBM),chemical,0.2491,0.3156,0.2784,225
Decision Trees (LightGBM),electric,0.2523,0.2489,0.2506,225
Decision Trees (LightGBM),impulsive,0.2485,0.1867,0.2132,225
Decision Trees (LightGBM),macro_avg,0.2511,0.2511,0.249,900
Decision Trees (LightGBM),weighted_avg,0.2511,0.2511,0.249,900
Decision Trees (LightGBM),t_no_thrust,57.0,72.0,54.0,42
Decision Trees (LightGBM),t_chemical,55.0,71.0,56.0,43
Decision Trees (LightGBM),t_electric,56.0,71.0,56.0,42
Decision Trees (LightGBM),t_impulsive,56.0,71.0,56.0,42
MiniRocket,no_thrust,0.2607,0.2444,0.2523,225
MiniRocket,chemical,0.2734,0.3111,0.2911,225
MiniRocket,electric,0.2719,0.1378,0.1829,225
MiniRocket,impulsive,0.3103,0.44,0.364,225
MiniRocket,macro_avg,0.2791,0.2833,0.2726,900
MiniRocket,weighted_avg,0.2791,0.2833,0.2726,900
MiniRocket,t_no_thrust,55.0,67.0,31.0,72
MiniRocket,t_chemical,52.0,70.0,27.0,76
MiniRocket,t_electric,55.0,67.0,31.0,72
MiniRocket,t_impulsive,49.0,52.0,25.0,99
LSTM,no_thrust,0.0,0.0,0.0,225
LSTM,chemical,0.25,0.3244,0.2824,225
LSTM,electric,0.0,0.0,0.0,225
LSTM,impulsive,0.25,0.6756,0.3649,225
LSTM,macro_avg,0.125,0.25,0.1618,900
LSTM,weighted_avg,0.125,0.25,0.1618,900
LSTM,t_no_thrust,0.0,73.0,0.0,152
LSTM,t_chemical,0.0,73.0,0.0,152
LSTM,t_electric,0.0,73.0,0.0,152
LSTM,t_impulsive,0.0,73.0,0.0,152
Mamba,no_thrust,0.25,0.1378,0.1777,225
Mamba,chemical,0.25,0.4,0.3077,225
Mamba,electric,0.25,0.2133,0.2302,225
Mamba,impulsive,0.25,0.2489,0.2494,225
Mamba,macro_avg,0.25,0.25,0.2413,900
Mamba,weighted_avg,0.25,0.25,0.2413,900
Mamba,t_no_thrust,31.0,90.0,48.0,56
Mamba,t_chemical,31.0,90.0,48.0,56
Mamba,t_electric,31.0,90.0,48.0,56
Mamba,t_impulsive,31.0,90.0,48.0,56
Transformer,no_thrust,0.0,0.0,0.0,225
Transformer,chemical,0.0,0.0,0.0,225
Transformer,electric,0.0,0.0,0.0,225
Transformer,impulsive,0.25,1.0,0.4,225
Transformer,macro_avg,0.0625,0.25,0.1,900
Transformer,weighted_avg,0.0625,0.25,0.1,900
Transformer,t_no_thrust,0.0,0.0,0.0,225
Transformer,t_chemical,0.0,0.0,0.0,225
Transformer,t_electric,0.0,0.0,0.0,225
Transformer,t_impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),no_thrust,0.2486,0.2044,0.2244,225
1D-CNN (InceptionTime),chemical,0.2489,0.7778,0.3772,225
1D-CNN (InceptionTime),electric,0.25,0.0133,0.0253,225
1D-CNN (InceptionTime),impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),macro_avg,0.1869,0.2489,0.1567,900
1D-CNN (InceptionTime),weighted_avg,0.1869,0.2489,0.1567,900
1D-CNN (InceptionTime),t_no_thrust,46.0,176.0,3.0,0
1D-CNN (InceptionTime),t_chemical,47.0,175.0,3.0,0
1D-CNN (InceptionTime),t_electric,46.0,176.0,3.0,0
1D-CNN (InceptionTime),t_impulsive,46.0,176.0,3.0,0
