Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.7192,0.9333,0.8124,225
Decision Trees (LightGBM),chemical,0.9956,0.9956,0.9956,225
Decision Trees (LightGBM),electric,1.0,0.9867,0.9933,225
Decision Trees (LightGBM),impulsive,0.8882,0.6356,0.7409,225
Decision Trees (LightGBM),macro_avg,0.9007,0.8878,0.8855,900
Decision Trees (LightGBM),weighted_avg,0.9007,0.8878,0.8855,900
Decision Trees (LightGBM),t_no_thrust,210.0,0.0,0.0,15
Decision Trees (LightGBM),t_chemical,0.0,224.0,0.0,1
Decision Trees (LightGBM),t_electric,0.0,1.0,222.0,2
Decision Trees (LightGBM),t_impulsive,82.0,0.0,0.0,143
MiniRocket,no_thrust,1.0,1.0,1.0,225
MiniRocket,chemical,1.0,1.0,1.0,225
MiniRocket,electric,1.0,1.0,1.0,225
MiniRocket,impulsive,1.0,1.0,1.0,225
MiniRocket,macro_avg,1.0,1.0,1.0,900
MiniRocket,weighted_avg,1.0,1.0,1.0,900
MiniRocket,t_no_thrust,225.0,0.0,0.0,0
MiniRocket,t_chemical,0.0,225.0,0.0,0
MiniRocket,t_electric,0.0,0.0,225.0,0
MiniRocket,t_impulsive,0.0,0.0,0.0,225
LSTM,no_thrust,0.5211,0.3289,0.4033,225
LSTM,chemical,0.9956,1.0,0.9978,225
LSTM,electric,1.0,0.9956,0.9978,225
LSTM,impulsive,0.5097,0.6978,0.5891,225
LSTM,macro_avg,0.7566,0.7556,0.747,900
LSTM,weighted_avg,0.7566,0.7556,0.747,900
LSTM,t_no_thrust,74.0,0.0,0.0,151
LSTM,t_chemical,0.0,225.0,0.0,0
LSTM,t_electric,0.0,1.0,224.0,0
LSTM,t_impulsive,68.0,0.0,0.0,157
Mamba,no_thrust,1.0,1.0,1.0,225
Mamba,chemical,0.9783,1.0,0.989,225
Mamba,electric,1.0,0.9778,0.9888,225
Mamba,impulsive,1.0,1.0,1.0,225
Mamba,macro_avg,0.9946,0.9944,0.9944,900
Mamba,weighted_avg,0.9946,0.9944,0.9944,900
Mamba,t_no_thrust,225.0,0.0,0.0,0
Mamba,t_chemical,0.0,225.0,0.0,0
Mamba,t_electric,0.0,5.0,220.0,0
Mamba,t_impulsive,0.0,0.0,0.0,225
Transformer,no_thrust,1.0,1.0,1.0,225
Transformer,chemical,1.0,1.0,1.0,225
Transformer,electric,1.0,1.0,1.0,225
Transformer,impulsive,1.0,1.0,1.0,225
Transformer,macro_avg,1.0,1.0,1.0,900
Transformer,weighted_avg,1.0,1.0,1.0,900
Transformer,t_no_thrust,225.0,0.0,0.0,0
Transformer,t_chemical,0.0,225.0,0.0,0
Transformer,t_electric,0.0,0.0,225.0,0
Transformer,t_impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),no_thrust,1.0,1.0,1.0,225
1D-CNN (InceptionTime),chemical,0.9782,0.9956,0.9868,225
1D-CNN (InceptionTime),electric,1.0,0.9822,0.991,225
1D-CNN (InceptionTime),impulsive,0.9956,0.9956,0.9956,225
1D-CNN (InceptionTime),macro_avg,0.9934,0.9933,0.9933,900
1D-CNN (InceptionTime),weighted_avg,0.9934,0.9933,0.9933,900
1D-CNN (InceptionTime),t_no_thrust,225.0,0.0,0.0,0
1D-CNN (InceptionTime),t_chemical,0.0,224.0,0.0,1
1D-CNN (InceptionTime),t_electric,0.0,4.0,221.0,0
1D-CNN (InceptionTime),t_impulsive,0.0,1.0,0.0,224
