Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.2531,0.2756,0.2638,225
Decision Trees (LightGBM),chemical,0.2635,0.3244,0.2908,225
Decision Trees (LightGBM),electric,0.2486,0.2044,0.2244,225
Decision Trees (LightGBM),impulsive,0.2487,0.2133,0.2297,225
Decision Trees (LightGBM),macro_avg,0.2535,0.2544,0.2522,900
Decision Trees (LightGBM),weighted_avg,0.2535,0.2544,0.2522,900
Decision Trees (LightGBM),t_no_thrust,62.0,68.0,47.0,48
Decision Trees (LightGBM),t_chemical,58.0,73.0,45.0,49
Decision Trees (LightGBM),t_electric,63.0,68.0,46.0,48
Decision Trees (LightGBM),t_impulsive,62.0,68.0,47.0,48
MiniRocket,no_thrust,0.2656,0.2267,0.2446,225
MiniRocket,chemical,0.2553,0.2667,0.2609,225
MiniRocket,electric,0.2549,0.1156,0.159,225
MiniRocket,impulsive,0.2857,0.4711,0.3557,225
MiniRocket,macro_avg,0.2654,0.27,0.255,900
MiniRocket,weighted_avg,0.2654,0.27,0.255,900
MiniRocket,t_no_thrust,51.0,59.0,26.0,89
MiniRocket,t_chemical,49.0,60.0,27.0,89
MiniRocket,t_electric,49.0,63.0,26.0,87
MiniRocket,t_impulsive,43.0,53.0,23.0,106
LSTM,no_thrust,0.0,0.0,0.0,225
LSTM,chemical,0.0,0.0,0.0,225
LSTM,electric,0.0,0.0,0.0,225
LSTM,impulsive,0.25,1.0,0.4,225
LSTM,macro_avg,0.0625,0.25,0.1,900
LSTM,weighted_avg,0.0625,0.25,0.1,900
LSTM,t_no_thrust,0.0,0.0,0.0,225
LSTM,t_chemical,0.0,0.0,0.0,225
LSTM,t_electric,0.0,0.0,0.0,225
LSTM,t_impulsive,0.0,0.0,0.0,225
Mamba,no_thrust,0.25,0.3067,0.2754,225
Mamba,chemical,0.25,0.2756,0.2622,225
Mamba,electric,0.25,0.3289,0.2841,225
Mamba,impulsive,0.25,0.0889,0.1311,225
Mamba,macro_avg,0.25,0.25,0.2382,900
Mamba,weighted_avg,0.25,0.25,0.2382,900
Mamba,t_no_thrust,69.0,62.0,74.0,20
Mamba,t_chemical,69.0,62.0,74.0,20
Mamba,t_electric,69.0,62.0,74.0,20
Mamba,t_impulsive,69.0,62.0,74.0,20
Transformer,no_thrust,0.25,0.0267,0.0482,225
Transformer,chemical,0.0,0.0,0.0,225
Transformer,electric,0.0,0.0,0.0,225
Transformer,impulsive,0.25,0.9733,0.3978,225
Transformer,macro_avg,0.125,0.25,0.1115,900
Transformer,weighted_avg,0.125,0.25,0.1115,900
Transformer,t_no_thrust,6.0,0.0,0.0,219
Transformer,t_chemical,6.0,0.0,0.0,219
Transformer,t_electric,6.0,0.0,0.0,219
Transformer,t_impulsive,6.0,0.0,0.0,219
1D-CNN (InceptionTime),no_thrust,0.0,0.0,0.0,225
1D-CNN (InceptionTime),chemical,0.0,0.0,0.0,225
1D-CNN (InceptionTime),electric,0.25,1.0,0.4,225
1D-CNN (InceptionTime),impulsive,0.0,0.0,0.0,225
1D-CNN (InceptionTime),macro_avg,0.0625,0.25,0.1,900
1D-CNN (InceptionTime),weighted_avg,0.0625,0.25,0.1,900
1D-CNN (InceptionTime),t_no_thrust,0.0,0.0,225.0,0
1D-CNN (InceptionTime),t_chemical,0.0,0.0,225.0,0
1D-CNN (InceptionTime),t_electric,0.0,0.0,225.0,0
1D-CNN (InceptionTime),t_impulsive,0.0,0.0,225.0,0
