Model,Epoch,Validation Loss,Validation Accuracy
LSTM,1,0.525,72.0
LSTM,2,0.4249,73.89
LSTM,3,0.4177,75.33
LSTM,4,0.43,75.22
LSTM,5,0.4456,74.89
LSTM,6,0.4194,75.11
LSTM,7,0.4117,74.44
LSTM,8,0.4178,74.0
LSTM,9,0.4154,75.78
LSTM,10,0.3999,75.67
LSTM,11,0.3856,75.78
LSTM,12,0.3882,75.78
LSTM,13,0.4473,72.11
LSTM,14,0.3842,76.89
LSTM,15,0.3861,76.78
LSTM,16,0.3773,74.78
LSTM,17,0.4145,74.33
LSTM,18,0.3675,77.89
LSTM,19,0.0505,99.22
LSTM,20,0.0331,99.44
LSTM,21,0.0325,99.44
LSTM,22,0.0323,99.44
LSTM,23,0.0339,99.44
LSTM,24,0.0537,98.44
LSTM,25,0.0303,99.44
LSTM,26,0.0292,99.44
LSTM,27,0.0345,99.44
LSTM,28,0.0336,99.44
LSTM,29,0.0271,99.44
LSTM,30,0.022,99.44
LSTM,31,0.017,99.67
LSTM,32,0.0161,99.78
LSTM,33,0.0153,99.67
LSTM,34,0.0302,99.22
LSTM,35,0.0215,99.56
LSTM,36,0.0151,99.67
LSTM,37,0.084,98.0
LSTM,38,0.0177,99.44
LSTM,39,0.0123,99.67
LSTM,40,0.0205,99.44
LSTM,41,0.0258,99.44
LSTM,42,0.0074,99.89
LSTM,43,0.0123,99.78
LSTM,44,0.0133,99.78
LSTM,45,0.0136,99.78
LSTM,46,0.0136,99.78
LSTM,47,0.0138,99.78
LSTM,48,0.0137,99.78
LSTM,49,0.0136,99.78
LSTM,50,0.0136,99.78
LSTM,51,0.0136,99.78
LSTM,52,0.0137,99.78
Mamba,1,1.1803,44.56
Mamba,2,0.4481,74.44
Mamba,3,0.3983,77.11
Mamba,4,0.2733,88.78
Mamba,5,0.0988,98.22
Mamba,6,0.0798,98.22
Mamba,7,0.073,98.78
Mamba,8,0.0766,98.67
Mamba,9,0.114,98.44
Mamba,10,0.0804,99.0
Mamba,11,0.0812,99.0
Mamba,12,0.0981,98.56
Mamba,13,0.1161,98.44
Mamba,14,0.0739,98.78
Mamba,15,0.082,98.89
Mamba,16,0.0831,98.78
Mamba,17,0.0849,98.89
Transformer,1,0.0756,98.44
Transformer,2,0.0478,98.78
Transformer,3,0.0589,98.67
Transformer,4,0.0602,98.44
Transformer,5,0.0332,99.11
Transformer,6,0.0133,99.67
Transformer,7,0.0212,99.33
Transformer,8,0.0232,99.11
Transformer,9,0.0079,99.67
Transformer,10,0.0092,99.56
Transformer,11,0.0063,99.67
Transformer,12,0.0008,100.0
Transformer,13,0.0005,100.0
Transformer,14,0.007,99.67
Transformer,15,0.0082,99.67
Transformer,16,0.0121,99.89
Transformer,17,0.0433,98.33
Transformer,18,0.0007,100.0
Transformer,19,0.0004,100.0
Transformer,20,0.0058,99.78
Transformer,21,0.0022,99.89
Transformer,22,0.0007,100.0
Transformer,23,0.0003,100.0
Transformer,24,0.0002,100.0
Transformer,25,0.0001,100.0
Transformer,26,0.0,100.0
Transformer,27,0.0,100.0
Transformer,28,0.0,100.0
Transformer,29,0.0,100.0
Transformer,30,0.0,100.0
Transformer,31,0.0,100.0
Transformer,32,0.0,100.0
Transformer,33,0.0,100.0
Transformer,34,0.0,100.0
Transformer,35,0.0,100.0
Transformer,36,0.0,100.0
Transformer,37,0.0,100.0
Transformer,38,0.0,100.0
Transformer,39,0.0,100.0
Transformer,40,0.0,100.0
Transformer,41,0.0,100.0
Transformer,42,0.0,100.0
Transformer,43,0.0,100.0
Transformer,44,0.0,100.0
Transformer,45,0.0,100.0
Transformer,46,0.0,100.0
Transformer,47,0.0,100.0
Transformer,48,0.0,100.0
Transformer,49,0.0141,99.44
Transformer,50,0.0012,100.0
Transformer,51,0.0003,100.0
Transformer,52,0.0001,100.0
Transformer,53,0.0001,100.0
Transformer,54,0.0001,100.0
Transformer,55,0.0,100.0
1D-CNN (InceptionTime),1,0.2543,97.11
1D-CNN (InceptionTime),2,0.0414,98.78
1D-CNN (InceptionTime),3,0.059,98.22
1D-CNN (InceptionTime),4,0.043,99.22
1D-CNN (InceptionTime),5,0.0357,99.22
1D-CNN (InceptionTime),6,0.033,99.33
1D-CNN (InceptionTime),7,0.0342,99.33
1D-CNN (InceptionTime),8,0.0492,98.56
1D-CNN (InceptionTime),9,0.0298,99.33
1D-CNN (InceptionTime),10,0.035,99.44
1D-CNN (InceptionTime),11,0.0253,99.44
1D-CNN (InceptionTime),12,0.0342,98.78
1D-CNN (InceptionTime),13,0.0212,99.44
1D-CNN (InceptionTime),14,0.0305,99.44
1D-CNN (InceptionTime),15,0.0289,99.44
1D-CNN (InceptionTime),16,0.0484,99.0
1D-CNN (InceptionTime),17,0.0264,99.44
1D-CNN (InceptionTime),18,0.028,99.22
1D-CNN (InceptionTime),19,0.0275,99.44
1D-CNN (InceptionTime),20,0.0253,99.22
1D-CNN (InceptionTime),21,0.0301,99.44
1D-CNN (InceptionTime),22,0.0322,99.44
1D-CNN (InceptionTime),23,0.0381,99.44
